representative_quantile,path_id,month,age,labor_state,potential_wage_uf,contribution_uf,fund_id,monthly_return,opening_balance_uf,closing_balance_uf
p10,draw_02681,19,22.5,cotizando,25.0,3.6249999999999996,FG01,-0.0004848658714842226,61.81624346723938,65.40951324169463
p10,draw_02681,20,22.583333333333332,cotizando,25.0,3.6249999999999996,FG01,0.000170608647551436,65.40951324169463,69.04629112663316
p10,draw_02681,21,22.666666666666668,cotizando,25.0,3.6249999999999996,FG01,0.0049437578934028534,69.04629112663316,73.03056039576423
p10,draw_02681,22,22.75,cotizando,25.0,3.6249999999999996,FG01,0.0013439961007143029,73.03056039576423,76.7585851700342
p10,draw_02681,23,22.833333333333332,informal,25.0,0.0,FG01,0.0003982826843387102,76.7585851700342,76.78915678538176
p10,draw_02681,24,22.916666666666668,informal,25.0,0.0,FG01,0.00756705970070416,76.78915678538176,77.37022491914348
p10,draw_02681,25,23.0,informal,25.0,0.0,FG01,0.003941263390733006,77.37022491914348,77.67516135415008
p10,draw_02681,26,23.083333333333332,desempleado,25.0,0.0,FG01,0.0007790773048294251,77.67516135415008,77.73567630951007
p10,draw_02681,27,23.166666666666668,desempleado,25.0,0.0,FG01,0.006834927022454444,77.73567630951007,78.2669939841267
p10,draw_02681,28,23.25,cotizando,25.0,3.6249999999999996,FG01,-0.002159278468331299,78.2669939841267,81.71516636478806
p10,draw_02681,29,23.333333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.0014344982562559006,81.71516636478806,85.2177460449492
p10,draw_02681,30,23.416666666666668,cotizando,25.0,3.6249999999999996,FG01,0.0026871081849094078,85.2177460449492,89.0814761150164
p10,draw_02681,31,23.5,cotizando,25.0,3.6249999999999996,FG01,0.0010640969789778723,89.0814761150164,92.80512479618207
p10,draw_02681,32,23.583333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.003697003336701323,92.80512479618207,96.07362230305206
p10,draw_02681,33,23.666666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.001554142653850049,96.07362230305206,99.54367642160081
p10,draw_02681,34,23.75,cotizando,25.0,3.6249999999999996,FG01,-0.008811508074596838,99.54367642160081,102.2596047962664
p10,draw_02681,35,23.833333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.00831165683792376,102.2596047962664,105.00452829678066
p10,draw_02681,36,23.916666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.0036883462193743493,105.00452829678066,108.22886498677482
p10,draw_02681,37,24.0,desempleado,25.0,0.0,FG01,0.006402989315106006,108.22886498677482,108.9218532528712
p10,draw_02681,38,24.083333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.00026412483590327446,108.9218532528712,112.51712683372435
p10,draw_02681,39,24.166666666666668,cotizando,25.0,3.6249999999999996,FG01,0.0017614209184976808,112.51712683372435,116.34670200544808
p10,draw_02681,40,24.25,cotizando,25.0,3.6249999999999996,FG01,0.0008641995454664373,116.34670200544808,120.07538149579001
p10,draw_02681,41,24.333333333333332,cotizando,25.0,3.6249999999999996,FG01,0.0005878482784773636,120.07538149579001,123.7730985520993
p10,draw_02681,42,24.416666666666668,cotizando,25.0,3.6249999999999996,FG01,0.006835266350349799,123.7730985520993,128.268898488231
p10,draw_02681,43,24.5,cotizando,25.0,3.6249999999999996,FG01,-0.002691125137583278,128.268898488231,131.53895550251548
p10,draw_02681,44,24.583333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.00041805274887587307,131.53895550251548,135.1074498393687
p10,draw_02681,45,24.666666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.003583600931608969,135.1074498393687,138.23528810287996
p10,draw_02681,46,24.75,cotizando,25.0,3.6249999999999996,FG01,-0.003207656256721734,138.23528810287996,141.4052490621664
p10,draw_02681,47,24.833333333333332,cotizando,25.0,3.6249999999999996,FG01,0.0015137865168080287,141.4052490621664,145.24979389772602
p10,draw_02681,48,24.916666666666668,cotizando,25.0,3.6249999999999996,FG01,0.004589945060103344,145.24979389772602,149.55812102255078
p10,draw_02681,49,25.0,cotizando,25.0,3.6249999999999996,FG01,-0.003608090762010218,149.55812102255078,152.63042241869343
p10,draw_02681,50,25.083333333333332,cotizando,25.0,3.6249999999999996,FG01,0.0004256955679031897,152.63042241869343,156.3219396594779
p10,draw_02681,51,25.166666666666668,cotizando,25.0,3.6249999999999996,FG01,0.003473773834252056,156.3219396594779,160.50255915333568
p10,draw_02681,52,25.25,cotizando,25.0,3.6249999999999996,FG01,-0.006464639464579285,160.50255915333568,163.06653365720794
p10,draw_02681,53,25.333333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.0009083370340502255,163.06653365720794,166.54012156392446
p10,draw_02681,54,25.416666666666668,cotizando,25.0,3.6249999999999996,FG01,0.0010231865861314547,166.54012156392446,170.33923223373608
p10,draw_02681,55,25.5,cotizando,25.0,3.6249999999999996,FG01,-0.0022328644046359135,170.33923223373608,173.57579369190157
p10,draw_02681,56,25.583333333333332,cotizando,25.0,3.6249999999999996,FG01,0.002275634146833921,173.57579369190157,177.60403786887295
p10,draw_02681,57,25.666666666666668,cotizando,25.0,3.6249999999999996,FG01,0.005498336942544803,177.60403786887295,182.2254961828492
p10,draw_02681,58,25.75,cotizando,25.0,3.6249999999999996,FG01,0.00224370368452885,182.2254961828492,186.2674896259062
p10,draw_02681,59,25.833333333333332,cotizando,25.0,3.6249999999999996,FG01,0.009235002283198788,186.2674896259062,191.64614720116376
p10,draw_02681,60,25.916666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.003003802651492426,191.64614720116376,194.68459121144093
p10,draw_02681,61,26.0,cotizando,25.0,3.6249999999999996,FG01,0.006052353139474862,194.68459121144093,199.5098308883975
p10,draw_02681,62,26.083333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.0022437683156184005,199.5098308883975,202.67904339105158
p10,draw_02681,63,26.166666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.0007208033810756012,202.67904339105158,206.15533873904573
p10,draw_02681,64,26.25,cotizando,25.0,3.6249999999999996,FG01,0.0067575157271488025,206.15533873904573,211.19793267732146
p10,draw_02681,65,26.333333333333332,desempleado,25.0,0.0,FG01,-0.002145816162730451,211.19793267732146,210.7447407398472
p10,draw_02681,66,26.416666666666668,desempleado,25.0,0.0,FG01,-0.0070382063550726666,210.7447407398472,209.26147576627386
p10,draw_02681,67,26.5,desempleado,25.0,0.0,FG01,0.0023965891687326947,209.26147576627386,209.76298955252835
p10,draw_02681,68,26.583333333333332,cotizando,25.0,3.6249999999999996,FG01,0.008192109739378476,209.76298955252835,215.136087380008
p10,draw_02681,69,26.666666666666668,cotizando,25.0,3.6249999999999996,FG01,0.0004129046611308561,215.136087380008,218.85141485266124
p10,draw_02681,70,26.75,cotizando,25.0,3.6249999999999996,FG01,0.0037111497137568947,218.85141485266124,223.30205813595936
p10,draw_02681,71,26.833333333333332,informal,25.0,0.0,FG01,0.007579507066273992,223.30205813595936,224.9945776635144
p10,draw_02681,72,26.916666666666668,informal,25.0,0.0,FG01,0.0014760424344122695,224.9945776635144,225.3266792076584
p10,draw_02681,73,27.0,informal,25.0,0.0,FG01,-0.0023551210892212016,225.3266792076584,224.79600759349228
p10,draw_02681,74,27.083333333333332,informal,25.0,0.0,FG01,0.003105883240627795,224.79600759349228,225.49419774603697
p10,draw_02681,75,27.166666666666668,informal,25.0,0.0,FG01,0.006486350023650848,225.49419774603697,226.95683204092012
p10,draw_02681,76,27.25,desempleado,25.0,0.0,FG01,0.009019983507804733,226.95683204092012,229.0039789229128
p10,draw_02681,77,27.333333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.0064951420412275845,229.0039789229128,231.11802066190276
p10,draw_02681,78,27.416666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.000810096623098427,231.11802066190276,234.55285613356864
p10,draw_02681,79,27.5,desempleado,25.0,0.0,FG01,0.009102092513853362,234.55285613356864,236.68777792948492
p10,draw_02681,80,27.583333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.004658322238581512,236.68777792948492,239.1933235718407
p10,draw_02681,81,27.666666666666668,cotizando,25.0,3.6249999999999996,FG01,0.006168813373495958,239.1933235718407,244.31622449362055
p10,draw_02681,82,27.75,cotizando,25.0,3.6249999999999996,FG01,0.0008304419226545063,244.31622449362055,248.14712528079437
p10,draw_02681,83,27.833333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.006741571453462059,248.14712528079437,250.07478550822387
p10,draw_02681,84,27.916666666666668,cotizando,25.0,3.6249999999999996,FG01,0.002186686874650252,250.07478550822387,254.2545474992963
p10,draw_02681,85,28.0,cotizando,25.0,3.6249999999999996,FG01,0.00502151572954493,254.2545474992963,259.17449370339193
p10,draw_02681,86,28.083333333333332,cotizando,25.0,3.6249999999999996,FG01,0.0039020803543279086,259.17449370339193,263.82495844489927
p10,draw_02681,87,28.166666666666668,cotizando,25.0,3.6249999999999996,FG01,0.00503144146859452,263.82495844489927,268.79561725659283
p10,draw_02681,88,28.25,cotizando,25.0,3.6249999999999996,FG01,-0.0009590863625469098,268.79561725659283,272.15934235770544
p10,draw_02681,89,28.333333333333332,cotizando,25.0,3.6249999999999996,FG01,0.0009536838258247957,272.15934235770544,276.04735342442774
p10,draw_02681,90,28.416666666666668,cotizando,25.0,3.6249999999999996,FG01,0.003003222699924271,276.04735342442774,280.51227178477325
p10,draw_02681,91,28.5,cotizando,25.0,3.6249999999999996,FG01,0.00035226627869628453,280.51227178477325,284.2373637641438
p10,draw_02681,92,28.583333333333332,cotizando,25.0,3.6249999999999996,FG01,-4.95048109494574e-05,284.2373637641438,287.8481131922462
p10,draw_02681,93,28.666666666666668,cotizando,25.0,3.6249999999999996,FG01,-0.002134177316362392,287.8481131922462,290.8510578857418
p10,draw_02681,94,28.75,cotizando,25.0,3.6249999999999996,FG01,-0.002345516057584202,290.8510578857418,293.7853595633967
p10,draw_02681,95,28.833333333333332,cotizando,25.0,3.6249999999999996,FG01,-0.0049025485014164896,293.7853595633967,295.9522908508134
p10,draw_02681,96,28.916666666666668,cotizando,25.0,3.6249999999999996,FG01,0.01018084874497388,295.9522908508134,302.6272419363946
p10,draw_02681,97,29.0,cotizando,25.0,3.6249999999999996,FG01,0.007580777542537979,302.6272419363946,308.57387205441796
p10,draw_02681,98,29.083333333333336,cotizando,25.0,3.6249999999999996,FG01,0.005008556713612789,308.57387205441796,313.7625378110285
p10,draw_02681,99,29.166666666666664,cotizando,25.0,3.6249999999999996,FG01,-6.825758879391203e-05,313.7625378110285,317.3658737029843
p10,draw_02681,100,29.25,cotizando,25.0,3.6249999999999996,FG01,0.003089552719262333,317.3658737029843,321.9825919296917
p10,draw_02681,101,29.333333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.0011555260073020791,321.9825919296917,325.2313438890419
p10,draw_02681,102,29.416666666666664,cotizando,25.0,3.6249999999999996,FG01,0.007663237887550437,325.2313438890419,331.37644828309374
p10,draw_02681,103,29.5,cotizando,25.0,3.6249999999999996,FG01,-0.004658505620882125,331.37644828309374,333.4408421532633
p10,draw_02681,104,29.583333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.003650743445595899,333.4408421532633,335.835301239288
p10,draw_02681,105,29.666666666666664,cotizando,25.0,3.6249999999999996,FG01,0.005003938612953519,335.835301239288,341.1589397482241
p10,draw_02681,106,29.75,cotizando,25.0,3.6249999999999996,FG01,-0.010653667269830306,341.1589397482241,341.1107263741653
p10,draw_02681,107,29.833333333333336,cotizando,25.0,3.6249999999999996,FG01,0.0030894116093254857,341.1107263741653,345.80075692937487
p10,draw_02681,108,29.916666666666664,cotizando,25.0,3.6249999999999996,FG01,0.004162321960974652,345.80075692937487,350.88017943117217
p10,draw_02681,109,30.0,cotizando,25.0,3.6249999999999996,FG01,0.014576154023780924,350.88017943117217,359.67250152878904
p10,draw_02681,110,30.083333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.00028120803405216443,359.67250152878904,363.1953393526081
p10,draw_02681,111,30.166666666666664,cotizando,25.0,3.6249999999999996,FG01,0.00396707592528864,363.1953393526081,368.27554348975997
p10,draw_02681,112,30.25,cotizando,25.0,3.6249999999999996,FG01,-0.0035956577787576204,368.27554348975997,370.5633164076368
p10,draw_02681,113,30.333333333333336,cotizando,25.0,3.6249999999999996,FG01,0.00466811055408756,370.5633164076368,375.93506883667555
p10,draw_02681,114,30.416666666666664,cotizando,25.0,3.6249999999999996,FG01,0.0007397405678138799,375.93506883667555,379.84084481751626
p10,draw_02681,115,30.5,cotizando,25.0,3.6249999999999996,FG01,-0.00032865199269889065,379.84084481751626,383.339818003485
p10,draw_02681,116,30.583333333333336,cotizando,25.0,3.6249999999999996,FG01,-5.302251185476752e-05,383.339818003485,386.944300156835
p10,draw_02681,117,30.666666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.002757130446843652,386.944300156835,389.4924496477702
p10,draw_02681,118,30.75,cotizando,25.0,3.6249999999999996,FG01,0.002448351416763594,389.4924496477702,394.0799393125698
p10,draw_02681,119,30.833333333333336,cotizando,25.0,3.6249999999999996,FG01,0.003013761541454717,394.0799393125698,398.9035271635166
p10,draw_02681,120,30.916666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.006086894306162409,398.9035271635166,400.0783785634571
p10,draw_02681,121,31.0,cotizando,25.0,3.6249999999999996,FG01,-0.004603926449380205,400.0783785634571,401.8447579011846
p10,draw_02681,122,31.083333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.0027453380914915348,401.8447579011846,404.3566063298706
p10,draw_02681,123,31.166666666666664,informal,25.0,0.0,FG01,-0.0021787975692802745,404.3566063298706,403.47559513887666
p10,draw_02681,124,31.25,informal,25.0,0.0,FG01,-0.004089275324447196,403.47559513887666,401.8256723436586
p10,draw_02681,125,31.333333333333336,informal,25.0,0.0,FG01,-0.0008548211454788478,401.8256723436586,401.482183262143
p10,draw_02681,126,31.416666666666664,informal,25.0,0.0,FG01,-0.0022493683356687327,401.482183262143,400.579101951778
p10,draw_02681,127,31.5,cotizando,25.0,3.6249999999999996,FG01,-0.000974901161277992,400.579101951778,403.8100429033919
p10,draw_02681,128,31.583333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.006736244868845265,403.8100429033919,404.6904606862462
p10,draw_02681,129,31.666666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.0002873090117924047,404.6904606862462,408.19814797473686
p10,draw_02681,130,31.75,cotizando,25.0,3.6249999999999996,FG01,0.006830819696898437,408.19814797473686,414.63623764556144
p10,draw_02681,131,31.833333333333336,cotizando,25.0,3.6249999999999996,FG01,0.009293070356539911,414.63623764556144,422.1481687544151
p10,draw_02681,132,31.916666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.0016895683796802803,422.1481687544151,425.05379587157137
p10,draw_02681,133,32.0,informal,25.0,0.0,FG01,0.0023951722118488593,425.05379587157137,426.07187291198386
p10,draw_02681,134,32.083333333333336,informal,25.0,0.0,FG01,0.004284713202657063,426.07187291198386,427.89746869113065
p10,draw_02681,135,32.166666666666664,informal,25.0,0.0,FG01,0.006577136882524073,427.89746869113065,430.71180891439775
p10,draw_02681,136,32.25,informal,25.0,0.0,FG01,0.008292781496785744,430.71180891439775,434.28360783381015
p10,draw_02681,137,32.333333333333336,informal,25.0,0.0,FG01,0.0019278514553619517,434.28360783381015,435.1208421192124
p10,draw_02681,138,32.416666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.001475989695806382,435.1208421192124,438.0982577771665
p10,draw_02681,139,32.5,cotizando,25.0,3.6249999999999996,FG01,0.00246768582245375,438.0982577771665,442.8132919978313
p10,draw_02681,140,32.583333333333336,informal,25.0,0.0,FG01,-0.0047887270189247025,442.8132919978313,440.6927800221023
p10,draw_02681,141,32.666666666666664,informal,25.0,0.0,FG01,0.003130374202348615,440.6927800221023,442.0723133318447
p10,draw_02681,142,32.75,informal,25.0,0.0,FG01,0.004468626174164855,442.0723133318447,444.047769242073
p10,draw_02681,143,32.833333333333336,informal,25.0,0.0,FG01,0.00749275808873614,444.047769242073,447.37491175684676
p10,draw_02681,144,32.916666666666664,informal,25.0,0.0,FG01,0.004356193220199033,447.37491175684676,449.323763314329
p10,draw_02681,145,33.0,informal,25.0,0.0,FG01,-0.0024803949101780266,449.323763314329,448.2092629387821
p10,draw_02681,146,33.083333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.0023627952686677968,448.2092629387821,450.7666710800884
p10,draw_02681,147,33.166666666666664,cotizando,25.0,3.6249999999999996,FG01,0.0009180425533101036,450.7666710800884,454.8088219700096
p10,draw_02681,148,33.25,cotizando,25.0,3.6249999999999996,FG01,0.005047299271546263,454.8088219700096,460.74767466569097
p10,draw_02681,149,33.333333333333336,cotizando,25.0,3.6249999999999996,FG01,0.0020558917812898807,460.74767466569097,465.32737463099176
p10,draw_02681,150,33.416666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.00213065671150144,465.32737463099176,467.9531981066097
p10,draw_02681,151,33.5,cotizando,25.0,3.6249999999999996,FG01,0.0076996527873624925,467.9531981066097,475.2091864941207
p10,draw_02681,152,33.583333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.002480404041177277,475.2091864941207,477.6464842428868
p10,draw_02681,153,33.666666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.0017723260736394924,477.6464842428868,480.4185142428639
p10,draw_02681,154,33.75,cotizando,25.0,3.6249999999999996,FG01,-0.001357285097568233,480.4185142428639,483.3865291944075
p10,draw_02681,155,33.833333333333336,cotizando,25.0,3.6249999999999996,FG01,-0.00026907771208057793,483.3865291944075,486.880485246375
p10,draw_02681,156,33.916666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.0020921174669213927,486.880485246375,489.4792901530703
p10,draw_02681,157,34.0,cotizando,25.0,3.6249999999999996,FG01,0.0032191998387373906,489.4792901530703,494.69169140441176
p10,draw_02681,158,34.083333333333336,cotizando,25.0,3.6249999999999996,FG01,0.006992725834138353,494.69169140441176,501.8012834059778
p10,draw_02681,159,34.166666666666664,cotizando,25.0,3.6249999999999996,FG01,0.011228927925843703,501.8012834059778,511.1016787141706
p10,draw_02681,160,34.25,cotizando,25.0,3.6249999999999996,FG01,0.00031331003077724026,511.1016787141706,514.8879477457205
p10,draw_02681,161,34.333333333333336,informal,25.0,0.0,FG01,0.0038129086358461195,514.8879477457205,516.8511684481732
p10,draw_02681,162,34.416666666666664,cotizando,25.0,3.6249999999999996,FG01,0.006276692322478622,516.8511684481732,523.7430372187049
p10,draw_02681,163,34.5,cotizando,25.0,3.6249999999999996,FG01,-0.004720138451861286,523.7430372187049,524.8787870679463
p10,draw_02681,164,34.583333333333336,cotizando,25.0,3.6249999999999996,FG01,0.0027386963283225945,524.8787870679463,529.9511984490939
p10,draw_02681,165,34.666666666666664,cotizando,25.0,3.6249999999999996,FG01,-0.00485062166649142,529.9511984490939,530.9880221801726
p10,draw_02681,166,34.75,cotizando,25.0,3.6249999999999996,FG01,0.0009510581727831286,530.9880221801726,535.1214702641934
p10,draw_02681,167,34.833333333333336,cotizando,25.0,3.6249999999999996,FG01,0.009445721663069822,535.1214702641934,543.8353194692703
p10,draw_02681,168,34.916666666666664,informal,25.0,0.0,FG01,0.009238702881850691,543.8353194692703,548.8596524025033
p10,draw_02681,169,35.0,cotizando,25.0,3.6249999999999996,FG01,0.0009862795148052035,548.8596524025033,553.0295566974122
p10,draw_02681,170,35.083333333333336,cotizando,25.0,3.6249999999999996,FG02,-0.0026576908301391305,553.0295566974122,555.1751409865224
p10,draw_02681,171,35.166666666666664,cotizando,25.0,3.6249999999999996,FG02,0.002858204646809334,555.1751409865224,560.3973061461278
p10,draw_02681,172,35.25,cotizando,25.0,3.6249999999999996,FG02,-0.006603461976686509,560.3973061461278,560.2978062934889
p10,draw_02681,173,35.333333333333336,cotizando,25.0,3.6249999999999996,FG02,0.0005147987367714481,560.2978062934889,564.2131130418054
p10,draw_02681,174,35.416666666666664,informal,25.0,0.0,FG02,-0.0016811214050739013,564.2131130418054,563.2646023004475
p10,draw_02681,175,35.5,informal,25.0,0.0,FG02,0.004578786110240303,563.2646023004475,565.8436704378507
p10,draw_02681,176,35.583333333333336,informal,25.0,0.0,FG02,-0.0018220995559575083,565.8436704378507,564.8126469372046
p10,draw_02681,177,35.666666666666664,informal,25.0,0.0,FG02,0.007424973760527192,564.8126469372046,569.0063660203273
p10,draw_02681,178,35.75,desempleado,25.0,0.0,FG02,0.001729933201073612,569.0063660203273,569.9907090245281
p10,draw_02681,179,35.833333333333336,cotizando,25.0,3.6249999999999996,FG02,-0.0009272511520982752,569.9907090245281,573.0838231974734
p10,draw_02681,180,35.916666666666664,cotizando,25.0,3.6249999999999996,FG02,-0.0015738292937012021,573.0838231974734,575.8011819575893
p10,draw_02681,181,36.0,cotizando,25.0,3.6249999999999996,FG02,0.003149457052181363,575.8011819575893,581.2510598325741
p10,draw_02681,182,36.083333333333336,cotizando,25.0,3.6249999999999996,FG02,0.004324216716983263,581.2510598325741,587.4051906678654
p10,draw_02681,183,36.166666666666664,cotizando,25.0,3.6249999999999996,FG02,0.0003749354258738084,587.4051906678654,591.2517888241077
p10,draw_02681,184,36.25,cotizando,25.0,3.6249999999999996,FG02,0.0007640252244286149,591.2517888241077,595.3312896961964
p10,draw_02681,185,36.333333333333336,cotizando,25.0,3.6249999999999996,FG02,0.007216852076795454,595.3312896961964,603.2788686394001
p10,draw_02681,186,36.416666666666664,cotizando,25.0,3.6249999999999996,FG02,0.0011466948024015501,603.2788686394001,607.5998021511263
p10,draw_02681,187,36.5,cotizando,25.0,3.6249999999999996,FG02,0.003191733631712097,607.5998021511263,613.1756689086885
p10,draw_02681,188,36.583333333333336,cotizando,25.0,3.6249999999999996,FG02,-0.002495039871619145,613.1756689086885,615.26172664692
p10,draw_02681,189,36.666666666666664,cotizando,25.0,3.6249999999999996,FG02,0.0014632661777208606,615.26172664692,619.7923226618628
p10,draw_02681,190,36.75,cotizando,25.0,3.6249999999999996,FG02,-0.006245012879414721,619.7923226618628,619.5240734525893
p10,draw_02681,191,36.833333333333336,cotizando,25.0,3.6249999999999996,FG02,-0.006415164818378081,619.5240734525893,619.1514694399713
p10,draw_02681,192,36.916666666666664,cotizando,25.0,3.6249999999999996,FG02,0.002709758648569647,619.1514694399713,624.4640433641619
p10,draw_02681,193,37.0,cotizando,25.0,3.6249999999999996,FG02,-0.004530955428200496,624.4640433641619,625.2431999037377
p10,draw_02681,194,37.08333333333333,cotizando,25.0,3.6249999999999996,FG02,-0.007094742321268777,625.2431999037377,624.4065420713805
p10,draw_02681,195,37.16666666666667,cotizando,25.0,3.6249999999999996,FG02,-0.0010102899402889202,624.4065420713805,627.3970481222416
p10,draw_02681,196,37.25,cotizando,25.0,3.6249999999999996,FG02,-0.0025624973449086597,627.3970481222416,629.4050557993495
p10,draw_02681,197,37.33333333333333,cotizando,25.0,3.6249999999999996,FG02,0.007164539231481041,629.4050557993495,637.5654244688305
p10,draw_02681,198,37.41666666666667,cotizando,25.0,3.6249999999999996,FG02,-0.008128434675991315,637.5654244688305,635.9785499886644
p10,draw_02681,199,37.5,cotizando,25.0,3.6249999999999996,FG02,-0.001834877741811398,635.9785499886644,638.4299556712067
p10,draw_02681,200,37.58333333333333,informal,25.0,0.0,FG02,-0.0011121389205161587,638.4299556712067,637.7199328694813
p10,draw_02681,201,37.66666666666667,informal,25.0,0.0,FG02,0.0036614870729631543,637.7199328694813,640.0549361598539
p10,draw_02681,202,37.75,cotizando,25.0,3.6249999999999996,FG02,-0.0022182417561241083,640.0549361598539,642.2520984478849
p10,draw_02681,203,37.83333333333333,informal,25.0,0.0,FG02,0.012001502447320867,642.2520984478849,649.9600885792041
p10,draw_02681,204,37.91666666666667,informal,25.0,0.0,FG02,-0.002521761118364106,649.9600885792041,648.3210444993366
p10,draw_02681,205,38.0,informal,25.0,0.0,FG02,-0.004890935184465774,648.3210444993366,645.1501482919651
p10,draw_02681,206,38.08333333333333,informal,25.0,0.0,FG02,0.002508187671455189,645.1501482919651,646.7683059401486
p10,draw_02681,207,38.16666666666667,cotizando,25.0,3.6249999999999996,FG02,0.0006652893927505621,646.7683059401486,650.8260057077066
p10,draw_02681,208,38.25,cotizando,25.0,3.6249999999999996,FG02,0.008596296404287617,650.8260057077066,660.0768605348542
p10,draw_02681,209,38.33333333333333,cotizando,25.0,3.6249999999999996,FG02,-0.0001144481603493417,660.0768605348542,663.6259010778955
p10,draw_02681,210,38.41666666666667,cotizando,25.0,3.6249999999999996,FG02,0.004612540743337266,663.6259010778955,670.3286230451458
p10,draw_02681,211,38.5,cotizando,25.0,3.6249999999999996,FG02,-0.0020097468649498203,670.3286230451458,672.5991468641092
p10,draw_02681,212,38.58333333333333,cotizando,25.0,3.6249999999999996,FG02,0.004819775941646,672.5991468641092,679.4833957383249
p10,draw_02681,213,38.66666666666667,cotizando,25.0,3.6249999999999996,FG02,0.01322364021658138,679.4833957383249,692.1415753924946
p10,draw_02681,214,38.75,cotizando,25.0,3.6249999999999996,FG02,0.004818840344436127,692.1415753924946,699.119363436306
p10,draw_02681,215,38.83333333333333,cotizando,25.0,3.6249999999999996,FG02,0.001836943562345768,699.119363436306,704.0352651706951
p10,draw_02681,216,38.91666666666667,cotizando,25.0,3.6249999999999996,FG02,-0.0051244903942299705,704.0352651706951,704.0338669394496
