period,uf_clp,tope_uf,uf_convention,uf_source,tope_source
2011-01,21477.01,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-02,21526.95,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-03,21578.26,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-04,21711.55,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-05,21809.84,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-06,21889.89,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-07,21947.23,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-08,21975.54,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-09,22012.69,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-10,22103.98,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-11,22213.43,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2011-12,22294.03,66.0,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2011.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-7591.html
2012-01,22408.36,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-02,22462.79,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-03,22533.51,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-04,22591.21,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-05,22620.8,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-06,22627.36,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-07,22579.16,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-08,22559.48,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-09,22591.05,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-10,22732.79,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-11,22881.05,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2012-12,22840.75,67.4,calendar_month_end,https://www.sii.cl/pagina/valores/uf/uf2012.htm,https://www.spensiones.cl/portal/institucional/594/articles-8634_recurso_1.pdf
2013-01,22807.54,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-02,22838.48,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-03,22869.38,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-04,22940.02,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-05,22885.95,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-06,22852.67,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-07,22949.89,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-08,23038.71,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-09,23091.03,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-10,23186.81,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-11,23236.65,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2013-12,23309.56,70.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2013.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-01,23435.87,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-02,23508.46,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-03,23606.97,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-04,23773.41,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-05,23931.69,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-06,24023.61,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-07,24062.27,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-08,24103.41,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-09,24168.02,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-10,24326.93,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-11,24553.7,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2014-12,24627.1,72.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2014.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-10422.html
2015-01,24557.15,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-02,24545.23,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-03,24622.78,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-04,24754.77,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-05,24904.75,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-06,24982.96,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-07,25086.58,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-08,25194.21,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-09,25346.89,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-10,25490.04,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-11,25598.41,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2015-12,25629.09,73.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2015.htm,https://www.spensiones.cl/portal/institucional/594/articles-14919_recurso_1.pdf
2016-01,25629.09,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-02,25717.4,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-03,25812.05,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-04,25906.8,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-05,25993.05,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-06,26052.07,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-07,26141.65,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-08,26209.1,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-09,26224.3,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-10,26261.51,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-11,26313.53,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2016-12,26347.98,74.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2016.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-01,26318.21,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-02,26392.09,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-03,26471.94,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-04,26561.42,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-05,26630.98,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-06,26665.09,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-07,26597.33,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-08,26604.1,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-09,26656.79,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-10,26634.9,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-11,26731.12,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2017-12,26798.14,75.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2017.htm,https://www.spensiones.cl/transparencia/9%20de%202017.pdf
2018-01,26824.94,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-02,26923.7,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-03,26966.89,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-04,27004.63,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-05,27078.32,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-06,27158.77,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-07,27202.48,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-08,27287.57,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-09,27357.45,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-10,27432.1,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-11,27532.8,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2018-12,27565.79,78.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2018.htm,https://www.spensiones.cl/portal/institucional/594/articles-12946_recurso_1.pdf
2019-01,27546.22,79.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-02,27556.9,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-03,27565.76,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-04,27662.17,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-05,27762.55,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-06,27903.3,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-07,27953.42,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-08,27993.08,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-09,28048.53,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-10,28065.35,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-11,28222.33,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2019-12,28309.94,79.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2019.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13553.html
2020-01,28338.25,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-02,28463.67,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-03,28597.46,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-04,28690.73,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-05,28716.52,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-06,28696.42,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-07,28667.44,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-08,28679.45,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-09,28707.85,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-10,28838.63,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-11,29030.17,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2020-12,29070.33,80.2,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2020.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-13843.html
2021-01,29123.74,81.7,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-02,29287.38,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-03,29394.77,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-04,29494.13,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-05,29613.26,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-06,29709.83,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-07,29757.64,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
