month,return_A,return_B,return_C,return_D,return_E,year
21,0.002787989068178233,0.0026333512754026585,0.002478713482627084,0.0023149693910555808,0.0021603315982800064,1.75
22,0.002906915935685982,0.002739520494433151,0.00257212505318032,0.00239349703838535,0.002226101597132519,1.8333333333333333
23,0.002573548354631464,0.002477588823604601,0.0023816292925777386,0.002286343173046398,0.0021903836420195354,1.9166666666666667
24,-0.18010627182346325,-0.1410692822823157,-0.10203229274116807,-0.05647247160982919,-0.017435482068681583,2.0
25,-0.07585342739937259,-0.05918025142704063,-0.04250707545470866,-0.02303837015365469,-0.006365194181322715,2.0833333333333335
26,0.07769399012987015,0.06143192297454002,0.045169855819209875,0.026214110804658044,0.009952043649327905,2.1666666666666665
27,0.04986201766596698,0.03952729959468835,0.029192581523409703,0.01715207710691796,0.006817359035639319,2.25
28,0.0018316138323691805,0.0017524801386480343,0.0016733464449268886,0.001597690468918885,0.001518556775197739,2.3333333333333335
29,0.003573555001719751,0.003088923114599104,0.0026042912274784565,0.002055554025837701,0.0015709221387170537,2.4166666666666665
30,0.005848126137733869,0.0048521678149568495,0.003856209492179831,0.002710924782273309,0.0017149664594962903,2.5
31,0.008269811302949735,0.006742193764494913,0.005214576226040091,0.0034490224311761303,0.0019214048927213073,2.5833333333333335
32,0.010416669393816913,0.008429010835890554,0.006441352277964192,0.004139083960383437,0.002151425402457076,2.6666666666666665
33,0.01195003438755036,0.009646524296955523,0.007343014206360683,0.004672252434000039,0.0023687423434052,2.75
34,0.012707051014609795,0.010265241410441283,0.00782343180627277,0.004991320601409502,0.0025495109972409873,2.8333333333333335
35,0.01273732149948309,0.01032125044852325,0.00790517939756341,0.005103096504776927,0.0026870254538170863,2.9166666666666665
36,0.01227279489228557,0.009992910272510093,0.007713025652734612,0.00506982692966322,0.0027899423098877397,3.0
37,0.011641290471197855,0.009533373242726066,0.007425456014254275,0.00498288591437052,0.0028749686858987288,3.0833333333333335
38,0.011151946501072948,0.009181113780452303,0.007210281059831658,0.004927642885774237,0.002956810165153592,3.1666666666666665
39,0.010989733509961236,0.009077579051089307,0.007165424592217373,0.004951244390200118,0.003039089931328185,3.25
40,0.011153156379062971,0.009218709414229358,0.0072842624493957425,0.005044074323756526,0.0031096273589229107,3.3333333333333335
41,0.011455355116639787,0.009456151279468285,0.00745694744229678,0.00514120963226336,0.003142005795091856,3.4166666666666665
42,0.01158843131863876,0.009547984472193074,0.007507537625747386,0.005143682971560751,0.003103236125115063,3.5
43,0.011230467075166294,0.009242808517239935,0.007255149959313571,0.004952881641732815,0.0029652230838064517,3.5833333333333335
44,0.010160853723814728,0.008370172941210752,0.006579492158606774,0.004507031245568801,0.002716350462964824,3.6666666666666665
45,0.008346632418945484,0.006908068329171452,0.0054695042393974195,0.0038078461346610485,0.0023692820448870163,3.75
46,0.0059715178034892525,0.005005261830242377,0.0040390058569955015,0.0029283738882074795,0.001962117914960604,3.8333333333333335
47,0.003397304183405285,0.0029504403287805947,0.002503576474155904,0.0019989019770937652,0.0015520381224690748,3.9166666666666665
48,0.0010687326673801077,0.0010969300882503234,0.0011251275091205392,0.0011746911668024575,0.0012028885876726732,4.0
49,-0.0006091515216041256,-0.00023413416908312114,0.00014088318343788358,0.0005950700947123891,0.0009700874472333938,4.083333333333333
50,-0.0013832991649385118,-0.0008423930317029962,-0.0003014868984674801,0.0003462369236406219,0.0008871430568761379,4.166666666666667
51,-0.0012198762958367886,-0.0007012626685629529,-0.0001826490412891163,0.0004390668571970262,0.0009576804844708625,4.25
52,-0.0003057429060372904,4.090332993285682e-05,0.0003875495659030041,0.0008086368412015094,0.0011552830771716567,4.333333333333333
53,0.0010158735148210042,0.0011115413177173244,0.0012072091206136448,0.001335488223992685,0.0014311560268890052,4.416666666666667
54,0.002354976366286011,0.002200338573510437,0.002045700780734863,0.0018819566891633602,0.0017273188963877863,4.5
55,0.0033950500278208734,0.003054184322929865,0.0027133186180388564,0.002332308628999346,0.001991442924108338,4.583333333333333
56,0.003986213823281169,0.0035508952479016186,0.003115576672522069,0.002624371667912594,0.002189053092533044,4.666666666666667
57,0.004182337139753601,0.0037289104744975907,0.0032754838092415805,0.0027631526997762344,0.002309726034520224,4.75
58,0.004211101864754666,0.003764238010129974,0.0033173741555052824,0.0028126996584431417,0.00236583580381845,4.833333333333333
59,0.004387352683069126,0.003902720795948479,0.0034180889088278313,0.0028693517071870754,0.002384719820066428,4.916666666666667
60,0.004998077457301765,0.0043698492954282915,0.0037416211335548175,0.003025354944702431,0.0023971267828289573,5.0
61,0.0061963022124047,0.005287393267927251,0.004378484323449801,0.003334757221559444,0.002425848277081994,5.083333333333333
62,0.007938243381755267,0.006623836243878319,0.0053094291060013675,0.0037926207784782597,0.0024782136406013094,5.166666666666667
63,0.009984185929068684,0.008194717515696824,0.006405249102324963,0.004334202620057792,0.002544734206685931,5.25
64,0.011963173856148703,0.009712991585903375,0.007462809315658046,0.004854263333705161,0.002604081063459831,5.333333333333333
65,0.013481198657944162,0.010873500273061143,0.008265801888178121,0.005240153772481263,0.0026324553875982414,5.416666666666667
66,0.014238643350767246,0.01144471705376879,0.008650790756770332,0.005407876743605466,0.0026139504466070086,5.5
67,0.014119716483259501,0.011338547834738302,0.008557379186217101,0.005329349096275699,0.002548180447754497,5.583333333333333
68,0.013225455591617984,0.010635914277019966,0.008046372962421947,0.005041908095390925,0.0024523667807929053,5.666666666666667
69,0.011839782190393347,0.00955989757061787,0.007280012950842391,0.0046368142277709995,0.00235692960799552,5.75
70,0.010339358697713602,0.008404911732879989,0.006470464768046372,0.004230276642407154,0.002295829677573538,5.833333333333333
71,0.009075867084254303,0.0074443934079863475,0.005812919731718388,0.0039262004427391035,0.0022947267664711448,5.916666666666667
72,-0.21573188815514782,-0.1691536264076162,-0.1225753646600845,-0.06821739262129753,-0.02163913087376584,6.0
73,0.11293824338175527,0.08912383624387833,0.06530942910600139,0.03754262077847827,0.01372821364060131,6.083333333333333
74,0.07091237629662125,0.05613573719124027,0.04135909808585927,0.024136352462914765,0.009359713357533769,6.166666666666667
75,0.007885384229196182,0.006638447473345332,0.0053915107174944835,0.003953417835668493,0.002706481079817643,6.25
76,0.007529192643299703,0.006371309336129646,0.005213426028959589,0.003879228837261189,0.002721345530091132,6.333333333333333
77,0.006609963025128573,0.005649057493280901,0.004688151961433229,0.0035837621742776118,0.0026228566424299398,6.416666666666667
78,0.00507659803139513,0.004431544032215936,0.0037864900330367404,0.0030505937006610126,0.002405539701481818,6.5
79,0.00309195293163965,0.002848261690183283,0.002604570448726916,0.00233693066702782,0.0020932394255714533,6.583333333333333
80,0.0009961888674469774,0.0011693648397789465,0.0013425408121109162,0.0015612461131648805,0.0017344220854968498,6.666666666666667
81,-0.0007868635939445592,-0.0002682499666707251,0.0002503636606031092,0.0008720795590892492,0.0013906931863630835,6.75
82,-0.001871433257073391,-0.0011570568601997004,-0.00044268046332600894,0.00040742533302663085,0.0011218017299003222,6.833333333333333
83,-0.002021816990253833,-0.0013074405933801417,-0.0005930641965064494,0.0002570415998461915,0.0009714179967198836,6.916666666666667
84,-0.0012198762958367873,-0.000701262668562952,-0.00018264904128911566,0.0004390668571970263,0.0009576804844708623,7.0
85,0.0003327749192780267,0.0005059508916099983,0.0006791268639419703,0.0008978321649959378,0.0010710081373279097,7.083333333333333
86,0.002278155250290264,0.002034464008833899,0.0017907727673775347,0.0015231329856784427,0.001279441744222078,7.166666666666667
87,0.00421057262761067,0.0035655186284314798,0.002920464629252289,0.002184568296876566,0.001539514297697375,7.25
88,0.00579616534377917,0.004835259811931504,0.0038743542800838385,0.002769964492928228,0.0018090589610805618,7.333333333333333
89,0.006865778695130771,0.005707895387960712,0.004550012080790654,0.0032158148890922525,0.0020579315819221943,7.416666666666667
90,0.007452371527303961,0.0062054347714531125,0.004958498015602263,0.0035204051337762725,0.002273468377925424,7.5
91,0.00776199256344082,0.006485353458059824,0.005208714352678826,0.003735968729734329,0.002459329624353332,7.583333333333333
92,0.008088627114935704,0.006774219977058755,0.005459812839181803,0.0039430045116586945,0.002628597373781744,7.666666666666667
93,0.008701124546744352,0.00727938629427604,0.005857648041807724,0.004215620080594691,0.002793881828126376,7.75
94,0.009739281032423245,0.00810780735615529,0.006476333679887329,0.0045896143909080435,0.002958140714640084,7.833333333333333
95,0.011153156379062973,0.00921870941422936,0.007284262449395743,0.005044074323756527,0.0031096273589229116,7.916666666666667
96,0.012705807594177776,0.010425922974402303,0.008146038354626826,0.005502839631555436,0.0032229550117799585,8.0
97,0.01403925327296735,0.011449711958369335,0.008860170643771318,0.005855705776740297,0.0032661644621422795,8.083333333333334
98,0.014783130431428433,0.012001961782907236,0.009220793134386037,0.005992763044444636,0.0032115943959234363,8.166666666666666
99,0.014671656052659465,0.01187772975566101,0.009083803458662554,0.005840889445497685,0.0030469631484992274,8.25
100,0.013631582391124606,0.011023884006241583,0.008416185621358561,0.0053905375056617,0.0027828391207786766,8.333333333333334
101,0.011812790122968287,0.009562607852722955,0.00731242558247762,0.004703879600524731,0.0024536973302793966,8.416666666666666
102,0.00955117322717648,0.007761704813804618,0.005972236400432753,0.003901189918165577,0.0021117215047937125,8.5
103,0.007274829433586363,0.005960422295709406,0.004646015157832448,0.003129206830309332,0.001814799692432375,8.583333333333334
104,0.005382504531055326,0.004473595586577877,0.003564686642100428,0.00252095954021007,0.0016120505957326206,8.666666666666666
105,0.004132052053517343,0.0035038238916438656,0.0028755957297703877,0.002159329540917997,0.0015311013790445193,8.75
106,0.003573555001719744,0.0030889231145990984,0.0026042912274784526,0.002055554025837699,0.001570922138717053,8.833333333333334
107,0.0035476879165857273,0.003100824061961035,0.0026539602073363433,0.0021492857102742026,0.001702421855649511,8.916666666666666
108,0.0037493244378613818,0.003295897772605371,0.002842471107349361,0.0023301399978840147,0.0018767133326280045,9.0
109,0.003835830090100738,0.0034005115147211873,0.0029651929393416363,0.0024739879347321597,0.0020386693593526088,9.083333333333334
110,0.003545433761001301,0.003204568056110294,0.0028637023512192872,0.0024826923621797787,0.0021418266572887723,9.166666666666666
111,0.0027879890681782324,0.002633351275402658,0.0024787134826270837,0.00231496939105558,0.0021603315982800055,9.25
112,0.0016792874629899498,0.0017749552658862682,0.0018706230687825871,0.0019989021721616256,0.0020945699750579442,9.333333333333334
113,0.0005080547753120973,0.0008547010112822412,0.0012013472472523858,0.0016224345225508876,0.001969080758521032,9.416666666666666
114,-0.00035385089205234075,0.0001647627352214937,0.0006833763624953282,0.0013050922609814685,0.001823705888255303,9.5
115,-0.0005695014835891373,-2.859535035362211e-05,0.0005123107828818937,0.0011600346049899953,0.0017009407382255108,9.583333333333334
116,5.4262426564812406e-05,0.0004292797790858166,0.0008042971316068213,0.0012584840428813266,0.001633501395402331,9.666666666666666
117,0.0015017453692723018,0.0015299427901425224,0.0015581402110127435,0.0016077038686946677,0.0016359012895648885,9.75
118,0.0035476879165857187,0.0031008240619610295,0.00265396020733634,0.002149285710274202,0.0017024218556495128,9.833333333333334
119,0.005821134070308793,0.004854878097061923,0.003888622123815053,0.002777990155027038,0.0018117341817801675,9.916666666666666
120,0.007913619717053219,0.006475055627279198,0.005036491537505175,0.0033748334327688154,0.0019362693429947932,10.0
121,0.009497439775645778,0.007706758993041805,0.0059160782104378295,0.0038436172973998583,0.002052936514795883,10.083333333333334
122,0.010416669393816913,0.008429010835890554,0.006441352277964192,0.004139083960383438,0.0021514254024570766,10.166666666666666
123,0.010722405914854323,0.008681959068408638,0.0066415122219629485,0.004277657567776313,0.0022372107213306245,10.25
124,0.0106415574352904,0.0086423535981189,0.006643149760947399,0.004327411950913982,0.0023282081137424803,10.333333333333334
125,0.010489742430894039,0.008555295466060424,0.006620848501226807,0.004380660375587589,0.0024462134107539725,10.416666666666666
126,0.010556720808069017,0.008644566349197086,0.006732411890325153,0.004518231688307898,0.002606077229435965,10.5
127,0.011001562767892508,0.009030730047271864,0.007059897326651219,0.004777259152593801,0.0028064264319731555,10.583333333333334
128,0.011791674204378289,0.009683756975906501,0.00757583974743471,0.005133269647550954,0.003025352419079164,10.666666666666666
129,0.012705807594177792,0.010425922974402313,0.008146038354626833,0.005502839631555439,0.0032229550117799585,10.75
130,0.013400735447652022,0.010984664396692182,0.008568593345732343,0.005766510452945863,0.0033504394019860237,10.833333333333334
131,0.013520848695959169,0.011079039091790659,0.008637229487622142,0.005805118282758876,0.0033633086785903607,10.916666666666666
132,0.012816059791334801,0.010512549700739964,0.008209039610145125,0.005538277837784478,0.0032347677471896382,11.0
133,0.01123046707516629,0.009242808517239931,0.007255149959313569,0.004952881641732814,0.0029652230838064517,11.083333333333334
134,0.008933225251118716,0.007405607712663886,0.005877990174209054,0.0041124363793450846,0.0025848188408902524,11.166666666666666
135,0.006281138839626127,0.0052851805168491,0.004289222194072073,0.003143937484165542,0.0021479791613885158,11.25
136,0.003723938734900189,0.003239306847779541,0.002754674960658893,0.002205937759018137,0.001721305871897489,11.333333333333334
137,0.0016812300991887377,0.001602096405467593,0.0015229627117464488,0.0014473067357384467,0.001368173042017302,11.416666666666666
138,0.00042900496407476254,0.0005942868927961233,0.0007595688215174844,0.000969064405025739,0.0011343463337470999,11.5
139,3.0576181701200405e-05,0.0002685090263710635,0.0005064418710409268,0.0008006968564891009,0.0010386297011589643,11.583333333333334
140,0.0003327749192780297,0.0005059508916100007,0.0006791268639419721,0.0008978321649959387,0.00107100813732791,11.666666666666666
141,0.001027702772752271,0.0010646923138998797,0.0011016818550474885,0.0011615029863863656,0.0011984925275339744,11.75
142,0.0017597506732820894,0.0016637911422552267,0.001567831611228364,0.001472545491697024,0.0013765859606701613,11.833333333333334
143,0.0022435019875170444,0.0020761065462642134,0.001908711105011382,0.001730083090216412,0.0015626876489635805,11.916666666666666
144,0.002354976366286018,0.0022003385735104423,0.002045700780734867,0.0018819566891633622,0.0017273188963877865,12.0
145,0.0021674215551248286,0.0020896190943829724,0.002011816633641116,0.0019377137627756174,0.0018599113020337612,12.083333333333334
146,0.0019207202439617784,0.0019280074355792405,0.001935294627196703,0.001960463017417075,0.0019677502090345374,12.166666666666666
147,0.0019347580711645315,0.0019629554920347504,0.0019911529129049694,0.0020407165705868917,0.0020689139914571108,12.25
148,0.002495027780538115,0.0024158940868169694,0.0023367603930958243,0.002261104417087821,0.002181970723366676,12.333333333333334
149,0.0037476249797637586,0.0034000776004942616,0.003052530221224764,0.0026637249454103504,0.0023161775661408534,12.416666666666666
150,0.005637805160607111,0.004872492490882492,0.004107179821157872,0.003230981706479149,0.0024656690367545297,12.5
151,0.007912376296621206,0.006635737191240221,0.005359098085859235,0.0038863524629147504,0.0026097133575337644,12.583333333333334
152,0.010185822450344304,0.008389791226341134,0.006593760002337962,0.004515056907667595,0.0027190256836644227,12.666666666666666
153,0.012049679508388063,0.009817605328019193,0.007585531147650322,0.004998111270553306,0.002766037090184435,12.75
154,0.013190802328844732,0.010677556814450257,0.008164311300055778,0.005248858199928884,0.0027356126855344045,12.833333333333334
155,0.013481198657944164,0.010873500273061144,0.008265801888178123,0.005240153772481263,0.002632455387598241,12.916666666666666
156,0.013011014878071228,0.01048015182522192,0.00794928877237261,0.005013281877381748,0.0024824188245324372,13.0
157,0.012054222903940136,0.009715660022415943,0.007377097140891749,0.004665440445780189,0.0023268775642559937,13.083333333333334
158,0.010977876523028923,0.008869959294557134,0.0067620420660853406,0.004319471966201584,0.0022115547377297914,13.166666666666666
159,0.010123708106176799,0.008211553647304868,0.006299399188432934,0.004085218986415679,0.0021730645275437467,13.25
160,0.009699630994408261,0.00790226853742579,0.006104906080443319,0.0040246498806304366,0.0022272874236479653,13.333333333333334
161,0.009715594787559644,0.007947036603440542,0.006178478419321439,0.0041318272045158195,0.002363269020396716,13.416666666666666
162,0.009984185929068672,0.008194717515696816,0.006405249102324957,0.004334202620057788,0.0025447342066859282,13.5
163,0.010185822450344328,0.008389791226341153,0.006593760002337974,0.0045150569076676,0.002719025683664422,13.583333333333334
164,0.009977869875940648,0.00825862500356264,0.006539380131184628,0.004550261113410283,0.002831016241032271,13.666666666666666
165,0.009113012701892246,0.0076030127018922415,0.0060930127018922345,0.0043480127018922276,0.00283801270189222,13.75
166,0.007529192643299674,0.006371309336129623,0.005213426028959572,0.00387922883726118,0.0027213455300911294,13.833333333333334
167,0.005382334552432479,0.00468449226473397,0.0039866499770354604,0.0031891673080538673,0.002491325020355358,13.916666666666666
168,0.003011104452075749,0.0028086562198935635,0.0026062079877113785,0.002386685050165496,0.002184236817983311,14.0
169,0.0008443738630505842,0.001082306707720445,0.0013202395523903062,0.0016144945378384773,0.0018524273825083382,14.083333333333334
170,-0.0007198852167695717,-0.0001789790835340569,0.0003619270497014587,0.0010096508718095603,0.0015505570050450756,14.166666666666666
171,-0.0014265912972499023,-0.000770893162124923,-0.00011519502699994317,0.0006664527973125334,0.001322150932437513,14.25
172,-0.001231705553768053,-0.000654413664745506,-7.712177572295826e-05,0.0006130520948033472,0.0011903439838258948,14.333333333333334
173,-0.00030574290603731686,4.0903329932836434e-05,0.00038754956590299,0.0008086368412015026,0.0011552830771716562,14.416666666666666
174,0.0010277027727522547,0.0010646923138998676,0.0011016818550474807,0.0011615029863863626,0.0011984925275339757,14.5
175,0.0023982684985973833,0.0021288387039323504,0.0018594089092673176,0.001561740815491446,0.001292311020826413,14.583333333333334
176,0.0035057837229862865,0.0029990292373807737,0.0024922747517752615,0.0019177278519021638,0.0014109733662966515,14.666666666666666
177,0.0042105726276106935,0.003565518628431499,0.0029204646292523033,0.002184568296876575,0.0015395142976973796,14.75
178,0.004568536871083165,0.0038706945833846427,0.0031728522956861213,0.002375369626704512,0.0016775273390059904,14.833333333333334
179,0.004800285115811354,0.004085007575638314,0.003369730035465273,0.0025519062385967253,0.0018366286984236849,14.916666666666666
180,0.005204792458714899,0.004439479788990278,0.0036741671192656563,0.002797969004586931,0.002032656334862309,15.0
181,0.006045918479224271,0.005137009534746821,0.004228100590269369,0.0031843734883790094,0.002275464543901559,15.083333333333334
182,0.0074488994116303706,0.006271576781604563,0.005094254151578755,0.00373737774988198,0.002560055119856172,15.166666666666666
183,0.009340852250049657,0.007782029489730207,0.006223206729410755,0.004421246842371396,0.002862424082051944,15.25
184,0.011455355116639759,0.009456151279468262,0.007456947442296764,0.00514120963226335,0.0031420057950918524,15.333333333333334
185,0.013400735447651987,0.010984664396692156,0.008568593345732324,0.005766510452945853,0.003350439401986021,15.416666666666666
186,0.014771301173497146,0.012048810786724663,0.00932632039995218,0.006166748282050947,0.0034442578952784625,15.5
187,0.01526688174566339,0.012414277186916222,0.009561672628169053,0.006250300642964023,0.0033976960842168535,15.583333333333334
188,0.014783130431428424,0.012001961782907229,0.00922079313438603,0.005992763044444629,0.00321159439592343,15.666666666666666
189,0.013444027579963434,0.01091316452711413,0.008382301474264822,0.005446294579273961,0.0029154315264246534,15.75
190,0.011566088811805226,0.009400996193919214,0.007235903576033201,0.004726628855166187,0.002561536237280175,15.833333333333334
191,0.009565211054379222,0.0077966528702601194,0.006028094686141012,0.003981443471335389,0.0022128852872162832,15.916666666666666
192,0.00783509914295993,0.0064133608904916135,0.004991622638023296,0.0033495946768102585,0.0019278564243419413,16.0
193,0.006635101730280991,0.0054577791002551855,0.004280456470229379,0.002923580068532605,0.001746257438506799,16.083333333333332
194,0.006022232234360715,0.004976238782032112,0.003930245329703507,0.002726586301986802,0.0016805928496581974,16.166666666666668
195,0.0058481261377338846,0.0048521678149568625,0.00385620949217984,0.0027109247822733134,0.0017149664594962913,16.25
196,0.005821134070308809,0.004854878097061934,0.0038886221238150593,0.0027779901550270387,0.0018117341817801642,16.333333333333332
197,0.005613181495905111,0.004723711874283409,0.003834242252661706,0.002813194360769719,0.001923724739148016,16.416666666666668
198,0.0049769529105574304,0.0042604630011522674,0.003543973091747104,0.0027247348641077467,0.0020082449547025837,16.5
199,0.0038358300901007334,0.0034005115147211834,0.0029651929393416333,0.002473987934732158,0.002038669359352608,16.583333333333332
200,0.0023178052883052634,0.0022400028275634076,0.0021622003668215523,0.002088097495956054,0.0020102950352141984,16.666666666666668
201,0.0007224954888588378,0.0010104634630802762,0.001298431437301715,0.00165106074056006,0.0019390287147814987,16.75
202,-0.0005682916055991039,9.000283423440047e-06,0.0005862921724459849,0.0012764660429722872,0.0018537579319948317,16.833333333333332
203,-0.001208019308904461,-0.0004936429120307689,0.00022073348484292384,0.0010708392811955656,0.0017852156780692582,16.916666666666668
204,-0.0009935785953577036,-0.00033788046023272084,0.0003178176748922628,0.0010994654992047437,0.0017551636343297273,17.0
205,7.022621971619218e-05,0.000474047845100566,0.0008778694704849403,0.0013656613667667103,0.0017694829921510846,17.083333333333332
206,0.0017703365107813163,0.0017776237023987857,0.0017849108940162554,0.0018100792842366362,0.0018173664758541056,17.166666666666668
207,0.0037493244378613228,0.003295897772605326,0.0028424711073493287,0.0023301399978839987,0.0018767133326280017,17.25
208,0.005613181495905121,0.004723711874283417,0.0038342422526617113,0.0028131943607697225,0.0019237247391480177,17.333333333333332
209,0.00704876254300487,0.00581944332560884,0.004590124108212809,0.0031725850212507736,0.001943265803854743,17.416666666666668
210,0.007913619717053242,0.006475055627279216,0.005036491537505188,0.003374833432768822,0.0019362693429947945,17.5
211,0.008269811302949747,0.006742193764494923,0.005214576226040097,0.0034490224311761334,0.0019214048927213082,17.583333333333332
212,0.008351175814497546,0.006806123023568193,0.005261070232638839,0.003475175309887926,0.0019301225189585726,17.666666666666668
213,0.008474826846265267,0.006916004085945806,0.0053571813256263435,0.0035552214385869713,0.0019963986782675094,17.75
214,0.008925483351073855,0.007294009674805902,0.005662535998537945,0.003775816709558663,0.0021443430332907074,17.833333333333332
215,0.009850014727588665,0.008052652270606203,0.006255289813623736,0.00417503361381086,0.0023776711568283936,17.916666666666668
216,0.011196448511374357,0.00914720954465128,0.007097970577928204,0.004723858450084615,0.002674619483361537,18.0
217,0.012717636852109016,0.010379073970584836,0.008040511089060651,0.005328854393949104,0.002990291512424921,18.083333333333332
218,0.014039253272967334,0.011449711958369323,0.008860170643771308,0.00585570577674029,0.003266164462142275,18.166666666666668
219,0.01477130117349717,0.012048810786724682,0.009326320399952194,0.006166748282050954,0.0034442578952784643,18.25
220,0.014628363920348058,0.01194922962523907,0.009270095330130079,0.006161105319169589,0.0034819710240605985,18.333333333333332
221,0.01352084869595918,0.011079039091790666,0.008637229487622149,0.005805118282758879,0.003363308678590362,18.416666666666668
222,0.01158843131863877,0.00954798447219308,0.007507537625747391,0.005143682971560755,0.003103236125115065,18.5
223,0.009164973495846935,0.007619920704917578,0.0060748679139882205,0.004288972991237305,0.0027439202003079477,18.583333333333332
224,0.006685646182529629,0.005639652730201031,0.0045936592778724325,0.0033900002501557345,0.0023440067978271364,18.666666666666668
225,0.004565064755409599,0.003936836593536114,0.003308608431662628,0.002592342242810228,0.0019641140809367424,18.75
226,0.0030842110315948586,0.0027366636523253533,0.0023891162730558485,0.002000310997241426,0.0016527636179719213,18.833333333333332
227,0.002320957802494091,0.0021047396009217993,0.0018885213993495079,0.0016529334975151676,0.001436715295942876,18.916666666666668
228,0.0021450790482912974,0.0019426308161091155,0.001740182583926934,0.0015206596463810552,0.0013182114141988735,19.0
229,0.0022781552502903002,0.002034464008833928,0.001790772767377556,0.0015231329856784553,0.0012794417442220831,19.083333333333332
230,0.002398268498597411,0.002128838703932372,0.0018594089092673332,0.0015617408154914546,0.0012923110208264157,19.166666666666668
231,0.0022553312454483094,0.0020292575424467676,0.0018031838394452254,0.0015560978526100932,0.001330024149608551,19.25
232,0.001759750673282084,0.0016637911422552228,0.0015678316112283618,0.0014725454916970238,0.0013765859606701626,19.333333333333332
233,0.001015873514820987,0.0011115413177173108,0.0012072091206136344,0.0013354882239926787,0.0014311560268890024,19.416666666666668
234,0.00028948278696666764,0.000577450761188096,0.000865418735409525,0.0012180480386678586,0.0015060160128892875,19.5
235,-8.015751346420965e-05,0.00032366411192015634,0.0007274857373045226,0.0012152776335862833,0.0016190992589706495,19.583333333333332
236,0.00020464615974524568,0.0005796635122662496,0.0009546808647872539,0.0014088677760617588,0.0017838851285827632,19.666666666666668
237,0.0012950303678591613,0.0014603122965805304,0.0016255942253019,0.001835089808810164,0.0020003717375315336,19.75
238,0.0031347554838434323,0.002918537282271147,0.0027023190806988624,0.0024667311788645297,0.002250512977292245,19.833333333333332
239,0.005463699063980302,0.004748421523807259,0.004033143983634217,0.003215320186765668,0.002500042646592626,19.916666666666668
240,0.007885384229196078,0.0066384474733452515,0.005391510717494425,0.003953417835668461,0.0027064810798176353,20.0
241,0.009977869875940631,0.008258625003562626,0.006539380131184618,0.004550261113410277,0.00283101624103227,20.083333333333332
242,0.011413450923040377,0.009354356454888047,0.007295261986735716,0.0049096517738913305,0.0028505573057389993,20.166666666666668
243,0.012049679508388056,0.00981760532801919,0.00758553114765032,0.004998111270553307,0.002766037090184438,20.25
244,0.011963173856148715,0.009712991585903384,0.007462809315658052,0.004854263333705164,0.0026040810634598314,20.333333333333332
245,0.011415705078624808,0.009250612460738793,0.007085519842852776,0.004576245121985757,0.002411152504099741,20.416666666666668
246,0.010763435809482157,0.008714196842759078,0.0066649578760359955,0.004290845748192403,0.0022416067814693213,20.5
247,0.010338148819723577,0.008367316099102932,0.006396483378482285,0.004113845204424866,0.0021430124838042195,20.583333333333332
248,0.010338148819723577,0.008367316099102932,0.006396483378482286,0.004113845204424866,0.0021430124838042186,20.666666666666668
