scenario,scenario_label,draw_id,path_id,final_balance_uf,total_contributions_uf,contribution_density,months_cotizando,months_desempleado,months_informal,months_licencia,months_invalidez,baseline_final_balance_same_draw_uf,paired_gap_vs_baseline_uf,paired_gap_vs_baseline_pct
estable,Trayectoria estable,draw_00068,estable_00068,7078.815781398106,2277.019606383749,0.9666666666666667,464,6,7,3,0,7078.815781398106,0.0,0.0
estable,Trayectoria estable,draw_00069,estable_00069,7150.76107014378,2313.1788338249708,0.98125,471,8,0,1,0,7150.76107014378,0.0,0.0
estable,Trayectoria estable,draw_00070,estable_00070,6790.881297549519,2082.857381193356,0.89375,429,19,27,5,0,6790.881297549519,0.0,0.0
estable,Trayectoria estable,draw_00071,estable_00071,6237.546437063153,2089.426497044845,0.8791666666666667,422,8,50,0,0,6237.546437063153,0.0,0.0
estable,Trayectoria estable,draw_00072,estable_00072,6863.45360009631,2202.091329369655,0.9333333333333333,448,2,30,0,0,6863.45360009631,0.0,0.0
estable,Trayectoria estable,draw_00073,estable_00073,7190.99470982594,2321.021919624015,0.9854166666666667,473,3,0,4,0,7190.99470982594,0.0,0.0
estable,Trayectoria estable,draw_00074,estable_00074,7158.913344421674,2318.6980212896374,0.9833333333333333,472,4,0,4,0,7158.913344421674,0.0,0.0
estable,Trayectoria estable,draw_00075,estable_00075,7092.082399073173,2287.4289619813403,0.9708333333333333,466,8,3,3,0,7092.082399073173,0.0,0.0
estable,Trayectoria estable,draw_00076,estable_00076,7088.34762917792,2262.8893478378295,0.9625,462,16,1,1,0,7088.34762917792,0.0,0.0
estable,Trayectoria estable,draw_00077,estable_00077,3277.008960919085,517.0243361038238,0.25416666666666665,122,0,26,0,332,3277.008960919085,0.0,0.0
estable,Trayectoria estable,draw_00078,estable_00078,6762.059718530482,2181.170117918742,0.9270833333333334,445,4,27,4,0,6762.059718530482,0.0,0.0
estable,Trayectoria estable,draw_00079,estable_00079,6857.386309411096,2249.8462668301872,0.9520833333333333,457,17,0,6,0,6857.386309411096,0.0,0.0
estable,Trayectoria estable,draw_00080,estable_00080,7026.832706158674,2275.9331035323567,0.9645833333333333,463,12,4,1,0,7026.832706158674,0.0,0.0
estable,Trayectoria estable,draw_00081,estable_00081,7152.181217584547,2294.3726680770965,0.975,468,7,5,0,0,7152.181217584547,0.0,0.0
estable,Trayectoria estable,draw_00082,estable_00082,6998.199573985498,2234.0194149986582,0.95,456,13,1,10,0,6998.199573985498,0.0,0.0
estable,Trayectoria estable,draw_00083,estable_00083,7069.332623338474,2317.151468724885,0.98125,471,2,5,2,0,7069.332623338474,0.0,0.0
estable,Trayectoria estable,draw_00084,estable_00084,6112.0302411388075,2063.6990078674507,0.86875,417,12,48,3,0,6112.0302411388075,0.0,0.0
estable,Trayectoria estable,draw_00085,estable_00085,7225.033045505918,2324.985535956123,0.9875,474,5,0,1,0,7225.033045505918,0.0,0.0
estable,Trayectoria estable,draw_00086,estable_00086,5147.76400132905,1106.7448682648524,0.5145833333333333,247,12,5,1,215,5147.76400132905,0.0,0.0
estable,Trayectoria estable,draw_00087,estable_00087,1465.0580630016698,183.32437192134168,0.09375,45,0,0,0,435,1465.0580630016698,0.0,0.0
estable,Trayectoria estable,draw_00088,estable_00088,7113.617490725097,2275.5955373631637,0.9666666666666667,464,11,5,0,0,7113.617490725097,0.0,0.0
estable,Trayectoria estable,draw_00089,estable_00089,6920.388976379763,2190.666071450418,0.93125,447,12,21,0,0,6920.388976379763,0.0,0.0
estable,Trayectoria estable,draw_00090,estable_00090,7035.647482314757,2301.7256870911633,0.975,468,7,2,3,0,7035.647482314757,0.0,0.0
estable,Trayectoria estable,draw_00091,estable_00091,6971.776646906322,2186.1590521564403,0.9333333333333333,448,9,17,6,0,6971.776646906322,0.0,0.0
estable,Trayectoria estable,draw_00092,estable_00092,7165.350037632055,2300.1267076960753,0.9770833333333333,469,5,5,1,0,7165.350037632055,0.0,0.0
estable,Trayectoria estable,draw_00093,estable_00093,971.5327636983795,117.35728211378536,0.06041666666666667,29,0,0,0,451,971.5327636983795,0.0,0.0
estable,Trayectoria estable,draw_00094,estable_00094,6947.645840402952,2225.230482141386,0.9458333333333333,454,13,11,2,0,6947.645840402952,0.0,0.0
estable,Trayectoria estable,draw_00095,estable_00095,7059.955472090956,2253.202215747727,0.9583333333333334,460,4,10,6,0,7059.955472090956,0.0,0.0
estable,Trayectoria estable,draw_00096,estable_00096,6821.035935034922,2250.6100538076794,0.9520833333333333,457,11,11,1,0,6821.035935034922,0.0,0.0
estable,Trayectoria estable,draw_00097,estable_00097,6372.89180606574,2159.4551896592793,0.9083333333333333,436,12,30,2,0,6372.89180606574,0.0,0.0
estable,Trayectoria estable,draw_00098,estable_00098,7016.739604477531,2313.6613751229884,0.9791666666666666,470,3,4,3,0,7016.739604477531,0.0,0.0
estable,Trayectoria estable,draw_00099,estable_00099,6941.500115680374,2150.945300649187,0.9208333333333333,442,15,21,2,0,6941.500115680374,0.0,0.0
estable,Trayectoria estable,draw_00100,estable_00100,7174.11782722581,2311.8173002282756,0.98125,471,1,4,4,0,7174.11782722581,0.0,0.0
estable,Trayectoria estable,draw_00101,estable_00101,1004.4347434098827,121.45463445229483,0.0625,30,0,0,0,450,1004.4347434098827,0.0,0.0
estable,Trayectoria estable,draw_00102,estable_00102,7097.200245706172,2286.390106620047,0.9708333333333333,466,8,2,4,0,7097.200245706172,0.0,0.0
estable,Trayectoria estable,draw_00103,estable_00103,7134.858562633,2272.193840471522,0.9666666666666667,464,11,0,5,0,7134.858562633,0.0,0.0
estable,Trayectoria estable,draw_00104,estable_00104,7018.292265823585,2297.574568844306,0.9729166666666667,467,11,1,1,0,7018.292265823585,0.0,0.0
estable,Trayectoria estable,draw_00105,estable_00105,5870.108608731065,1428.659054161161,0.6458333333333334,310,13,34,2,121,5870.108608731065,0.0,0.0
estable,Trayectoria estable,draw_00106,estable_00106,6974.068498981697,2242.237484652714,0.9520833333333333,457,15,2,6,0,6974.068498981697,0.0,0.0
estable,Trayectoria estable,draw_00107,estable_00107,6577.779183955664,2079.8996257064227,0.8854166666666666,425,23,27,5,0,6577.779183955664,0.0,0.0
estable,Trayectoria estable,draw_00108,estable_00108,7170.861854919699,2310.4951348783625,0.98125,471,3,4,2,0,7170.861854919699,0.0,0.0
estable,Trayectoria estable,draw_00109,estable_00109,6545.890955945958,2197.8165303052733,0.9270833333333334,445,6,29,0,0,6545.890955945958,0.0,0.0
estable,Trayectoria estable,draw_00110,estable_00110,6805.834128610315,2182.9562072690724,0.9270833333333334,445,17,18,0,0,6805.834128610315,0.0,0.0
estable,Trayectoria estable,draw_00111,estable_00111,2936.367579849436,421.22485440625275,0.21041666666666667,101,0,0,0,379,2936.367579849436,0.0,0.0
estable,Trayectoria estable,draw_00112,estable_00112,6629.7486573722035,2149.67834170702,0.9104166666666667,437,25,11,7,0,6629.7486573722035,0.0,0.0
estable,Trayectoria estable,draw_00113,estable_00113,7210.745059763991,2326.5512180475284,0.9875,474,2,0,4,0,7210.745059763991,0.0,0.0
estable,Trayectoria estable,draw_00114,estable_00114,6570.475039547221,2002.926947623105,0.8604166666666667,413,21,42,4,0,6570.475039547221,0.0,0.0
estable,Trayectoria estable,draw_00115,estable_00115,3585.547800363552,578.4608242760006,0.2833333333333333,136,6,9,0,329,3585.547800363552,0.0,0.0
estable,Trayectoria estable,draw_00116,estable_00116,5037.020616001955,1195.7515757634062,0.5458333333333333,262,9,24,2,183,5037.020616001955,0.0,0.0
estable,Trayectoria estable,draw_00117,estable_00117,6248.872453437363,2030.4699491015472,0.8583333333333333,412,23,45,0,0,6248.872453437363,0.0,0.0
estable,Trayectoria estable,draw_00118,estable_00118,6793.9055169683115,2195.4136806370893,0.93125,447,10,19,4,0,6793.9055169683115,0.0,0.0
estable,Trayectoria estable,draw_00119,estable_00119,6857.877758764976,2226.0389202684955,0.94375,453,12,13,2,0,6857.877758764976,0.0,0.0
estable,Trayectoria estable,draw_00120,estable_00120,6813.670380933956,2234.169418167056,0.9458333333333333,454,13,13,0,0,6813.670380933956,0.0,0.0
estable,Trayectoria estable,draw_00121,estable_00121,6752.686260004619,2233.2528900078923,0.94375,453,15,4,8,0,6752.686260004619,0.0,0.0
estable,Trayectoria estable,draw_00122,estable_00122,6996.649904034573,2277.8953157127935,0.9645833333333333,463,11,5,1,0,6996.649904034573,0.0,0.0
estable,Trayectoria estable,draw_00123,estable_00123,6715.278578057513,2236.872282088828,0.94375,453,1,21,5,0,6715.278578057513,0.0,0.0
estable,Trayectoria estable,draw_00124,estable_00124,7164.78075355676,2317.4723185722773,0.9833333333333333,472,3,0,5,0,7164.78075355676,0.0,0.0
estable,Trayectoria estable,draw_00125,estable_00125,7161.835053794941,2267.9104257483573,0.9666666666666667,464,12,0,4,0,7161.835053794941,0.0,0.0
estable,Trayectoria estable,draw_00126,estable_00126,6960.137399212274,2269.8657586301533,0.9625,462,7,6,5,0,6960.137399212274,0.0,0.0
estable,Trayectoria estable,draw_00127,estable_00127,6750.765985011679,2229.865063378629,0.94375,453,9,15,3,0,6750.765985011679,0.0,0.0
estable,Trayectoria estable,draw_00128,estable_00128,7181.006461052594,2305.6574963315634,0.9791666666666666,470,8,1,1,0,7181.006461052594,0.0,0.0
estable,Trayectoria estable,draw_00129,estable_00129,7279.183014991494,2357.28160109194,1.0,480,0,0,0,0,7279.183014991494,0.0,0.0
estable,Trayectoria estable,draw_00130,estable_00130,6818.098145706286,2248.4812752895546,0.95,456,14,10,0,0,6818.098145706286,0.0,0.0
estable,Trayectoria estable,draw_00131,estable_00131,6741.905426524157,2163.95820330476,0.91875,441,7,32,0,0,6741.905426524157,0.0,0.0
estable,Trayectoria estable,draw_00132,estable_00132,6989.699926483863,2233.6838132652515,0.9479166666666666,455,11,14,0,0,6989.699926483863,0.0,0.0
estable,Trayectoria estable,draw_00133,estable_00133,6982.253797160761,2215.102640377543,0.9416666666666667,452,4,23,1,0,6982.253797160761,0.0,0.0
estable,Trayectoria estable,draw_00134,estable_00134,6415.906453016413,2099.341702264939,0.8895833333333333,427,25,25,3,0,6415.906453016413,0.0,0.0
estable,Trayectoria estable,draw_00135,estable_00135,6864.665697463795,2197.0105329985754,0.9354166666666667,449,9,13,9,0,6864.665697463795,0.0,0.0
estable,Trayectoria estable,draw_00136,estable_00136,7028.618593721885,2298.0654170048365,0.9729166666666667,467,9,3,1,0,7028.618593721885,0.0,0.0
estable,Trayectoria estable,draw_00137,estable_00137,6552.560388826458,2188.348183392565,0.9229166666666667,443,14,23,0,0,6552.560388826458,0.0,0.0
estable,Trayectoria estable,draw_00138,estable_00138,6812.588238581861,2147.8571633272977,0.9145833333333333,439,9,31,1,0,6812.588238581861,0.0,0.0
estable,Trayectoria estable,draw_00139,estable_00139,6852.63853081432,2209.731389311631,0.9375,450,9,17,4,0,6852.63853081432,0.0,0.0
estable,Trayectoria estable,draw_00140,estable_00140,7096.034707315537,2285.7091379676704,0.9708333333333333,466,12,0,2,0,7096.034707315537,0.0,0.0
estable,Trayectoria estable,draw_00141,estable_00141,7172.609404098475,2316.827301276516,0.9833333333333333,472,4,0,4,0,7172.609404098475,0.0,0.0
estable,Trayectoria estable,draw_00142,estable_00142,6485.932462216339,2116.387409062936,0.8958333333333334,430,6,42,2,0,6485.932462216339,0.0,0.0
estable,Trayectoria estable,draw_00143,estable_00143,6923.071314647793,2229.8128753498745,0.9458333333333333,454,5,16,5,0,6923.071314647793,0.0,0.0
estable,Trayectoria estable,draw_00144,estable_00144,6366.793581995622,1933.0819088774278,0.825,396,2,82,0,0,6366.793581995622,0.0,0.0
estable,Trayectoria estable,draw_00145,estable_00145,7228.734789630587,2336.4685958253817,0.9916666666666667,476,3,0,1,0,7228.734789630587,0.0,0.0
estable,Trayectoria estable,draw_00146,estable_00146,7052.195172375369,2290.096860093701,0.9708333333333333,466,9,2,3,0,7052.195172375369,0.0,0.0
estable,Trayectoria estable,draw_00147,estable_00147,7060.695571613617,2291.6527652981667,0.9708333333333333,466,1,11,2,0,7060.695571613617,0.0,0.0
estable,Trayectoria estable,draw_00148,estable_00148,6913.4977320506305,2212.353957307529,0.9395833333333333,451,7,20,2,0,6913.4977320506305,0.0,0.0
estable,Trayectoria estable,draw_00149,estable_00149,7054.967543412928,2278.033695224211,0.9666666666666667,464,11,5,0,0,7054.967543412928,0.0,0.0
estable,Trayectoria estable,draw_00150,estable_00150,6886.591566253145,2187.0868451992446,0.9291666666666667,446,10,20,4,0,6886.591566253145,0.0,0.0
estable,Trayectoria estable,draw_00151,estable_00151,6881.647098394398,2230.0153767429247,0.9458333333333333,454,9,15,2,0,6881.647098394398,0.0,0.0
estable,Trayectoria estable,draw_00152,estable_00152,6696.65079612035,2131.580063008351,0.90625,435,19,25,1,0,6696.65079612035,0.0,0.0
estable,Trayectoria estable,draw_00153,estable_00153,6966.749400392572,2234.460062544075,0.9479166666666666,455,11,12,2,0,6966.749400392572,0.0,0.0
estable,Trayectoria estable,draw_00154,estable_00154,6956.266746405243,2273.9910876675767,0.9625,462,9,0,9,0,6956.266746405243,0.0,0.0
estable,Trayectoria estable,draw_00155,estable_00155,6451.171830664193,2067.695053593709,0.875,420,11,47,2,0,6451.171830664193,0.0,0.0
estable,Trayectoria estable,draw_00156,estable_00156,6634.59633787215,2100.1549261468867,0.8958333333333334,430,6,36,8,0,6634.59633787215,0.0,0.0
estable,Trayectoria estable,draw_00157,estable_00157,6886.050306397302,2282.9161120726153,0.9645833333333333,463,9,6,2,0,6886.050306397302,0.0,0.0
estable,Trayectoria estable,draw_00158,estable_00158,7148.188393191713,2293.952532275562,0.975,468,4,5,3,0,7148.188393191713,0.0,0.0
estable,Trayectoria estable,draw_00159,estable_00159,2312.494389941582,329.8217945586167,0.16458333333333333,79,8,6,2,385,2312.494389941582,0.0,0.0
estable,Trayectoria estable,draw_00160,estable_00160,7041.198380435599,2301.8550416132234,0.975,468,4,5,3,0,7041.198380435599,0.0,0.0
estable,Trayectoria estable,draw_00161,estable_00161,7146.67037006999,2308.0230345744258,0.9791666666666666,470,7,0,3,0,7146.67037006999,0.0,0.0
estable,Trayectoria estable,draw_00162,estable_00162,6617.8853092897925,2105.747403781616,0.89375,429,14,32,5,0,6617.8853092897925,0.0,0.0
estable,Trayectoria estable,draw_00163,estable_00163,7040.4417370072315,2246.2578748889223,0.95625,459,5,12,4,0,7040.4417370072315,0.0,0.0
estable,Trayectoria estable,draw_00164,estable_00164,6926.910577850041,2281.8083562464526,0.9645833333333333,463,10,6,1,0,6926.910577850041,0.0,0.0
estable,Trayectoria estable,draw_00165,estable_00165,3498.901583330388,535.4902509727034,0.26458333333333334,127,0,0,0,353,3498.901583330388,0.0,0.0
estable,Trayectoria estable,draw_00166,estable_00166,5886.957922939776,2034.3586948897455,0.8541666666666666,410,10,54,6,0,5886.957922939776,0.0,0.0
estable,Trayectoria estable,draw_00167,estable_00167,6983.56593289316,2294.0880640192504,0.9708333333333333,466,13,0,1,0,6983.56593289316,0.0,0.0
estable,Trayectoria estable,draw_00168,estable_00168,7203.397070677527,2320.7638346696044,0.9854166666666667,473,6,1,0,0,7203.397070677527,0.0,0.0
estable,Trayectoria estable,draw_00169,estable_00169,7105.7707968994555,2308.3579496300463,0.9791666666666666,470,9,0,1,0,7105.7707968994555,0.0,0.0
estable,Trayectoria estable,draw_00170,estable_00170,6272.65056362574,2131.4445408964016,0.8958333333333334,430,29,16,5,0,6272.65056362574,0.0,0.0
estable,Trayectoria estable,draw_00171,estable_00171,7164.866537185045,2298.6756851050422,0.9770833333333333,469,5,4,2,0,7164.866537185045,0.0,0.0
estable,Trayectoria estable,draw_00172,estable_00172,6877.872422586043,2262.8088884768326,0.95625,459,11,8,2,0,6877.872422586043,0.0,0.0
estable,Trayectoria estable,draw_00173,estable_00173,7106.184765610944,2292.041104911632,0.9729166666666667,467,9,0,4,0,7106.184765610944,0.0,0.0
estable,Trayectoria estable,draw_00174,estable_00174,6720.065566604455,2189.384711808397,0.9270833333333334,445,9,22,4,0,6720.065566604455,0.0,0.0
estable,Trayectoria estable,draw_00175,estable_00175,6987.988993097419,2246.2636065227393,0.9541666666666667,458,21,0,1,0,6987.988993097419,0.0,0.0
estable,Trayectoria estable,draw_00176,estable_00176,7168.759942723338,2293.160852573204,0.975,468,5,4,3,0,7168.759942723338,0.0,0.0
estable,Trayectoria estable,draw_00177,estable_00177,7037.671233431642,2268.3501225840355,0.9625,462,5,2,11,0,7037.671233431642,0.0,0.0
estable,Trayectoria estable,draw_00178,estable_00178,7095.116884190556,2304.373520036199,0.9770833333333333,469,8,0,3,0,7095.116884190556,0.0,0.0
estable,Trayectoria estable,draw_00179,estable_00179,7033.03879030754,2289.0558384651044,0.9708333333333333,466,4,9,1,0,7033.03879030754,0.0,0.0
estable,Trayectoria estable,draw_00180,estable_00180,6954.224888908215,2221.3100154857543,0.9458333333333333,454,6,19,1,0,6954.224888908215,0.0,0.0
estable,Trayectoria estable,draw_00181,estable_00181,6999.852636944395,2257.1698447922986,0.9583333333333334,460,20,0,0,0,6999.852636944395,0.0,0.0
estable,Trayectoria estable,draw_00182,estable_00182,7027.230526372434,2195.0864239158227,0.9375,450,22,5,3,0,7027.230526372434,0.0,0.0
estable,Trayectoria estable,draw_00183,estable_00183,6432.406030746208,2173.478952153381,0.9145833333333333,439,11,28,2,0,6432.406030746208,0.0,0.0
estable,Trayectoria estable,draw_00184,estable_00184,7139.4738416700475,2284.536545714395,0.9708333333333333,466,11,0,3,0,7139.4738416700475,0.0,0.0
