scenario,scenario_label,representative_path_id,month,age,state,potential_wage_uf,contribution_uf,fund_proxy,monthly_return,opening_balance_uf,closing_balance_uf
estable,Trayectoria estable,estable_01538,25,27.0,cotizando,40.804,4.0804,A,-0.18010627182346325,116.62943781058397,98.96923895010477
estable,Trayectoria estable,estable_01538,26,27.083333333333332,cotizando,40.83784847321779,4.0837848473217795,A,-0.07585342739937259,98.96923895010477,95.23609873852263
estable,Trayectoria estable,estable_01538,27,27.166666666666668,cotizando,40.871725025034216,4.087172502503422,A,0.07769399012987015,95.23609873852263,107.04009249649273
estable,Trayectoria estable,estable_01538,28,27.25,cotizando,40.90562967874156,4.090562967874156,A,0.04986201766596698,107.04009249649273,116.67185417036166
estable,Trayectoria estable,estable_01538,29,27.333333333333332,cotizando,40.93956245765141,4.093956245765141,A,0.0018316138323691805,116.67185417036166,120.98700674496223
estable,Trayectoria estable,estable_01538,30,27.416666666666668,licencia,40.973523385094694,0.0,A,0.003573555001719751,120.98700674496223,121.41936046805878
estable,Trayectoria estable,estable_01538,31,27.5,cotizando,41.00751248442168,4.100751248442168,A,0.005848126137733869,121.41936046805878,126.2541691626415
estable,Trayectoria estable,estable_01538,32,27.583333333333332,cotizando,41.04152977900203,4.1041529779002035,A,0.008269811302949735,126.2541691626415,131.4363608664131
estable,Trayectoria estable,estable_01538,33,27.666666666666668,cotizando,41.0755752922248,4.10755752922248,A,0.010416669393816913,131.4363608664131,136.95583458190544
estable,Trayectoria estable,estable_01538,34,27.75,cotizando,41.109649047498394,4.1109649047498396,A,0.01195003438755036,136.95583458190544,142.75255259146246
estable,Trayectoria estable,estable_01538,35,27.833333333333332,cotizando,41.143751068250694,4.11437510682507,A,0.012707051014609795,142.75255259146246,148.73317324090868
estable,Trayectoria estable,estable_01538,36,27.916666666666668,cotizando,41.17788137792898,4.117788137792899,A,0.01273732149948309,148.73317324090868,154.79787321528718
estable,Trayectoria estable,estable_01538,37,28.0,cotizando,41.21204,4.1212040000000005,A,0.01227279489228557,154.79787321528718,160.8694584544217
estable,Trayectoria estable,estable_01538,38,28.083333333333332,cotizando,41.246226957949965,4.124622695794996,A,0.011641290471197855,160.8694584544217,166.91482517491474
estable,Trayectoria estable,estable_01538,39,28.166666666666668,cotizando,41.28044227528456,4.128044227528456,A,0.011151946501072948,166.91482517491474,172.95033033140925
estable,Trayectoria estable,estable_01538,40,28.25,cotizando,41.314685975528974,4.131468597552898,A,0.010989733509961236,172.95033033140925,179.02788070865597
estable,Trayectoria estable,estable_01538,41,28.333333333333332,cotizando,41.348958082227924,4.134895808222793,A,0.011153156379062971,179.02788070865597,185.20561960619486
estable,Trayectoria estable,estable_01538,42,28.416666666666668,cotizando,41.38325861894564,4.138325861894564,A,0.011455355116639787,185.20561960619486,191.5129476026121
estable,Trayectoria estable,estable_01538,43,28.5,cotizando,41.417587609265894,4.14175876092659,A,0.01158843131863876,191.5129476026121,197.92203749040098
estable,Trayectoria estable,estable_01538,44,28.583333333333332,cotizando,41.451945076792065,4.145194507679206,A,0.011230467075166294,197.92203749040098,204.33654139400463
estable,Trayectoria estable,estable_01538,45,28.666666666666668,cotizando,41.48633104514705,4.148633104514705,A,0.010160853723814728,204.33654139400463,210.6035618601828
estable,Trayectoria estable,estable_01538,46,28.75,cotizando,41.520745537973376,4.152074553797338,A,0.008346632418945484,210.6035618601828,216.5481227710243
estable,Trayectoria estable,estable_01538,47,28.833333333333332,cotizando,41.5551885789332,4.15551885789332,A,0.0059715178034892525,216.5481227710243,222.0215773541996
estable,Trayectoria estable,estable_01538,48,28.916666666666668,cotizando,41.58966019170827,4.158966019170827,A,0.003397304183405285,222.0215773541996,226.94894747957764
estable,Trayectoria estable,estable_01538,49,29.0,cotizando,41.6241604,4.16241604,A,0.0010687326673801077,226.94894747957764,231.3583597835738
estable,Trayectoria estable,estable_01538,50,29.083333333333332,cotizando,41.658689227529464,4.165868922752947,A,-0.0006091515216041256,231.3583597835738,235.38075876403565
estable,Trayectoria estable,estable_01538,51,29.166666666666668,cotizando,41.6932466980374,4.16932466980374,A,-0.0013832991649385118,235.38075876403565,239.21871400346438
estable,Trayectoria estable,estable_01538,52,29.25,cotizando,41.72783283528426,4.172783283528426,A,-0.0012198762958367886,239.21871400346438,243.09458976884417
estable,Trayectoria estable,estable_01538,53,29.333333333333332,cotizando,41.762447663050196,4.17624476630502,A,-0.0003057429060372904,243.09458976884417,247.19523323162016
estable,Trayectoria estable,estable_01538,54,29.416666666666668,cotizando,41.79709120513509,4.179709120513509,A,0.0010158735148210042,247.19523323162016,251.63030749835883
estable,Trayectoria estable,estable_01538,55,29.5,cotizando,41.83176348535856,4.183176348535856,A,0.002354976366286011,251.63030749835883,256.4159185555314
estable,Trayectoria estable,estable_01538,56,29.583333333333332,cotizando,41.86646452755998,4.186646452755998,A,0.0033950500278208734,256.4159185555314,261.48732375386896
estable,Trayectoria estable,estable_01538,57,29.666666666666668,cotizando,41.90119435559851,4.1901194355598514,A,0.003986213823281169,261.48732375386896,266.7364902860045
estable,Trayectoria estable,estable_01538,58,29.75,cotizando,41.93595299335311,4.193595299335311,A,0.004182337139753601,266.7364902860045,272.06320654456
estable,Trayectoria estable,estable_01538,59,29.833333333333332,cotizando,41.97074046472253,4.197074046472253,A,0.004211101864754666,272.06320654456,277.42364077378676
estable,Trayectoria estable,estable_01538,60,29.916666666666668,cotizando,42.00555679362536,4.2005556793625365,A,0.004387352683069126,277.42364077378676,282.8597811270752
estable,Trayectoria estable,estable_01538,61,30.0,cotizando,42.04040200400001,4.204040200400001,A,0.004998077457301765,282.8597811270752,288.498588541659
estable,Trayectoria estable,estable_01538,62,30.083333333333332,cotizando,42.075276119804755,4.207527611980476,A,0.0061963022124047,288.498588541659,294.51981170874666
estable,Trayectoria estable,estable_01538,63,30.166666666666668,licencia,42.110179165017776,0.0,A,0.007938243381755267,294.51981170874666,296.8577816548394
estable,Trayectoria estable,estable_01538,64,30.25,licencia,42.145111163637104,0.0,A,0.009984185929068684,296.8577816548394,299.82166494137215
estable,Trayectoria estable,estable_01538,65,30.333333333333332,cotizando,42.18007213968071,4.218007213968071,A,0.011963173856148703,299.82166494137215,307.676951612501
estable,Trayectoria estable,estable_01538,66,30.416666666666668,cotizando,42.21506211718644,4.221506211718644,A,0.013481198657944162,307.676951612501,316.10322289525436
estable,Trayectoria estable,estable_01538,67,30.5,cotizando,42.250081120212144,4.225008112021214,A,0.014238643350767246,316.10322289525436,324.8892704437704
estable,Trayectoria estable,estable_01538,68,30.583333333333332,cotizando,42.28512917283558,4.228512917283559,A,0.014119716483259501,324.8892704437704,333.7648331517109
estable,Trayectoria estable,estable_01538,69,30.666666666666668,cotizando,42.3202062991545,4.23202062991545,A,0.013225455591617984,333.7648331517109,342.46701616142184
estable,Trayectoria estable,estable_01538,70,30.75,cotizando,42.35531252328664,4.235531252328665,A,0.011839782190393347,342.46701616142184,350.8074300599838
estable,Trayectoria estable,estable_01538,71,30.833333333333332,cotizando,42.39044786936976,4.239044786936976,A,0.010339358697713602,350.8074300599838,358.71742770472184
estable,Trayectoria estable,estable_01538,72,30.916666666666668,cotizando,42.425612361561605,4.242561236156161,A,0.009075867084254303,358.71742770472184,366.2541655574079
estable,Trayectoria estable,estable_01538,73,31.0,cotizando,42.460806024040004,4.2460806024040005,A,-0.21573188815514782,366.2541655574079,290.5715284938086
estable,Trayectoria estable,estable_01538,74,31.083333333333332,cotizando,42.49602888100281,4.249602888100281,A,0.11293824338175527,290.5715284938086,328.11771207200337
estable,Trayectoria estable,estable_01538,75,31.166666666666668,cotizando,42.531280956667956,4.253128095666796,A,0.07091237629662125,328.11771207200337,355.9400462556642
estable,Trayectoria estable,estable_01538,76,31.25,cotizando,42.566562275273476,4.256656227527348,A,0.007885384229196182,355.9400462556642,363.036991880361
estable,Trayectoria estable,estable_01538,77,31.333333333333332,cotizando,42.60187286107751,4.260187286107751,A,0.007529192643299703,363.036991880361,370.0626303857536
estable,Trayectoria estable,estable_01538,78,31.416666666666668,cotizando,42.63721273835831,4.263721273835831,A,0.006609963025128573,370.0626303857536,376.8006350033906
estable,Trayectoria estable,estable_01538,79,31.5,cotizando,42.672581931414264,4.267258193141426,A,0.00507659803139513,376.8006350033906,383.0024217129614
estable,Trayectoria estable,estable_01538,80,31.583333333333332,cotizando,42.70798046456393,4.2707980464563935,A,0.00309195293163965,383.0024217129614,388.4706503265984
estable,Trayectoria estable,estable_01538,81,31.666666666666668,cotizando,42.74340836214605,4.274340836214605,A,0.0009961888674469774,388.4706503265984,393.136239350755
estable,Trayectoria estable,estable_01538,82,31.75,cotizando,42.77886564851951,4.2778865648519515,A,-0.0007868635939445592,393.136239350755,397.1014152082046
estable,Trayectoria estable,estable_01538,83,31.833333333333332,cotizando,42.81435234806346,4.281435234806346,A,-0.001871433257073391,397.1014152082046,400.631689227873
estable,Trayectoria estable,estable_01538,84,31.916666666666668,cotizando,42.849868485177225,4.284986848517723,A,-0.002021816990253833,400.631689227873,404.09800866106235
estable,Trayectoria estable,estable_01538,85,32.0,cotizando,42.8854140842804,4.28854140842804,A,-0.0012198762958367873,404.09800866106235,407.8883689975221
estable,Trayectoria estable,estable_01538,86,32.083333333333336,cotizando,42.92098916981283,4.292098916981283,A,0.0003327749192780267,407.8883689975221,412.3176312364416
estable,Trayectoria estable,estable_01538,87,32.166666666666664,cotizando,42.95659376623463,4.295659376623464,A,0.002278155250290264,412.3176312364416,417.5624003684159
estable,Trayectoria estable,estable_01538,88,32.25,cotizando,42.992227898026215,4.299222789802622,A,0.00421057262761067,417.5624003684159,423.637902161328
estable,Trayectoria estable,estable_01538,89,32.333333333333336,cotizando,43.02789158968829,4.302789158968829,A,0.00579616534377917,423.637902161328,430.42110632452045
estable,Trayectoria estable,estable_01538,90,32.416666666666664,cotizando,43.063584865741895,4.306358486574189,A,0.006865778695130771,430.42110632452045,437.71220737718284
estable,Trayectoria estable,estable_01538,91,32.5,cotizando,43.099307750728414,4.309930775072842,A,0.007452371527303961,437.71220737718284,445.3162513490596
estable,Trayectoria estable,estable_01538,92,32.583333333333336,cotizando,43.135060269209575,4.313506026920957,A,0.00776199256344082,445.3162513490596,453.1197802090346
estable,Trayectoria estable,estable_01538,93,32.666666666666664,cotizando,43.17084244576751,4.317084244576751,A,0.008088627114935704,453.1197802090346,461.13690067880196
estable,Trayectoria estable,estable_01538,94,32.75,cotizando,43.206654305004704,4.320665430500471,A,0.008701124546744352,461.13690067880196,469.50757036324393
estable,Trayectoria estable,estable_01538,95,32.833333333333336,cotizando,43.242495871544094,4.3242495871544095,A,0.009739281032423245,469.50757036324393,478.44660120699984
estable,Trayectoria estable,estable_01538,96,32.916666666666664,cotizando,43.27836717002899,4.327836717002899,A,0.011153156379062973,478.44660120699984,488.1588967259834
estable,Trayectoria estable,estable_01538,97,33.0,cotizando,43.31426822512321,4.331426822512321,A,0.012705807594177776,488.1588967259834,498.74781084149726
estable,Trayectoria estable,estable_01538,98,33.083333333333336,cotizando,43.35019906151096,4.335019906151096,A,0.01403925327296735,498.74781084149726,510.145738025796
estable,Trayectoria estable,estable_01538,99,33.166666666666664,cotizando,43.38615970389698,4.338615970389698,A,0.014783130431428433,510.145738025796,522.0900433062407
estable,Trayectoria estable,estable_01538,100,33.25,cotizando,43.42215017700647,4.3422150177006476,A,0.014671656052659465,522.0900433062407,534.1558913530948
estable,Trayectoria estable,estable_01538,101,33.333333333333336,cotizando,43.458170505585166,4.345817050558517,A,0.013631582391124606,534.1558913530948,545.8423388095191
estable,Trayectoria estable,estable_01538,102,33.416666666666664,cotizando,43.49422071439931,4.349422071439931,A,0.011812790122968287,545.8423388095191,556.6910606796322
estable,Trayectoria estable,estable_01538,103,33.5,cotizando,43.530300828235696,4.35303008282357,A,0.00955117322717648,556.6910606796322,566.4027200614117
estable,Trayectoria estable,estable_01538,104,33.583333333333336,cotizando,43.56641087190167,4.356641087190167,A,0.007274829433586363,566.4027200614117,574.9115381485807
estable,Trayectoria estable,estable_01538,105,33.666666666666664,cotizando,43.60255087022519,4.3602550870225185,A,0.005382504531055326,574.9115381485807,582.3897262874065
estable,Trayectoria estable,estable_01538,106,33.75,cotizando,43.63872084805475,4.363872084805475,A,0.004132052053517343,582.3897262874065,589.1780947832746
estable,Trayectoria estable,estable_01538,107,33.833333333333336,cotizando,43.67492083025954,4.367492083025954,A,0.003573555001719744,589.1780947832746,595.6666546669952
estable,Trayectoria estable,estable_01538,108,33.916666666666664,cotizando,43.711150841729285,4.371115084172929,A,0.0035476879165857273,595.6666546669952,602.1665164964094
estable,Trayectoria estable,estable_01538,109,34.0,cotizando,43.74741090737444,4.3747410907374435,A,0.0037493244378613818,602.1665164964094,608.8153775467895
estable,Trayectoria estable,estable_01538,110,34.083333333333336,cotizando,43.78370105212607,4.378370105212607,A,0.003835830090100738,608.8153775467895,615.5458546803072
estable,Trayectoria estable,estable_01538,111,34.166666666666664,cotizando,43.820021300935956,4.382002130093595,A,0.003545433761001301,615.5458546803072,622.1257699633215
estable,Trayectoria estable,estable_01538,112,34.25,cotizando,43.85637167877654,4.385637167877654,A,0.0027879890681782324,622.1257699633215,628.25811408537
estable,Trayectoria estable,estable_01538,113,34.333333333333336,cotizando,43.89275221064103,4.389275221064103,A,0.0016792874629899498,628.25811408537,633.7097861357896
estable,Trayectoria estable,estable_01538,114,34.416666666666664,cotizando,43.92916292154331,4.392916292154331,A,0.0005080547753120973,633.7097861357896,638.426893553052
estable,Trayectoria estable,estable_01538,115,34.5,cotizando,43.965603836518056,4.3965603836518055,A,-0.00035385089205234075,638.426893553052,642.5959902840962
estable,Trayectoria estable,estable_01538,116,34.583333333333336,cotizando,44.00207498062069,4.400207498062069,A,-0.0005695014835891373,642.5959902840962,646.6277324876447
estable,Trayectoria estable,estable_01538,117,34.666666666666664,cotizando,44.03857637892743,4.403857637892743,A,5.4262426564812406e-05,646.6277324876447,651.0669166793881
estable,Trayectoria estable,estable_01538,118,34.75,cotizando,44.0751080565353,4.40751080565353,A,0.0015017453692723018,651.0669166793881,656.4587831711937
estable,Trayectoria estable,estable_01538,119,34.833333333333336,cotizando,44.11167003856213,4.411167003856213,A,0.0035476879165857187,656.4587831711937,663.2145105117205
estable,Trayectoria estable,estable_01538,120,34.916666666666664,cotizando,44.14826235014658,4.414826235014658,A,0.005821134070308793,663.2145105117205,671.5156966252092
estable,Trayectoria estable,estable_01538,121,35.0,cotizando,44.18488501644818,4.418488501644818,B,0.006475055627279198,671.5156966252092,680.3108965759301
estable,Trayectoria estable,estable_01538,122,35.083333333333336,cotizando,44.22153806264734,4.422153806264734,B,0.007706758993041805,680.3108965759301,690.0101229760608
estable,Trayectoria estable,estable_01538,123,35.166666666666664,cotizando,44.25822151394531,4.425822151394531,B,0.008429010835890554,690.0101229760608,700.2893532337665
estable,Trayectoria estable,estable_01538,124,35.25,cotizando,44.29493539556431,4.429493539556431,B,0.008681959068408638,700.2893532337665,710.8371869557451
estable,Trayectoria estable,estable_01538,125,35.333333333333336,cotizando,44.33167973274743,4.4331679732747435,B,0.0086423535981189,710.8371869557451,721.4519742545684
estable,Trayectoria estable,estable_01538,126,35.416666666666664,cotizando,44.36845455075874,4.436845455075875,B,0.008555295466060424,721.4519742545684,732.0990130377701
estable,Trayectoria estable,estable_01538,127,35.5,cotizando,44.40525987488323,4.440525987488323,B,0.008644566349197086,732.0990130377701,742.9066039391694
estable,Trayectoria estable,estable_01538,128,35.583333333333336,cotizando,44.4420957304269,4.4442095730426905,B,0.009030730047271864,742.9066039391694,754.0999369596499
estable,Trayectoria estable,estable_01538,129,35.666666666666664,cotizando,44.47896214271671,4.447896214271672,B,0.009683756975906501,754.0999369596499,765.8934260449782
estable,Trayectoria estable,estable_01538,130,35.75,cotizando,44.515859137100655,4.4515859137100655,B,0.010425922974402313,765.8934260449782,778.3765697170847
estable,Trayectoria estable,estable_01538,131,35.833333333333336,cotizando,44.55278673894775,4.455278673894775,B,0.010984664396692182,778.3765697170847,791.4309935245967
estable,Trayectoria estable,estable_01538,132,35.916666666666664,cotizando,44.58974497364805,4.458974497364806,B,0.011079039091790659,791.4309935245967,804.707664090441
estable,Trayectoria estable,estable_01538,133,36.0,cotizando,44.62673386661266,4.462673386661266,B,0.010512549700739964,804.707664090441,817.6767808661948
estable,Trayectoria estable,estable_01538,134,36.083333333333336,cotizando,44.66375344327381,4.466375344327381,B,0.009242808517239931,817.6767808661948,829.7420679771354
estable,Trayectoria estable,estable_01538,135,36.166666666666664,cotizando,44.70080372908477,4.470080372908477,B,0.007405607712663886,829.7420679771354,840.3899962698629
estable,Trayectoria estable,estable_01538,136,36.25,cotizando,44.73788474951995,4.473788474951995,B,0.0052851805168491,840.3899962698629,849.3290423593395
estable,Trayectoria estable,estable_01538,137,36.333333333333336,cotizando,44.77499653007491,4.477499653007491,B,0.003239306847779541,849.3290423593395,856.5722833905667
estable,Trayectoria estable,estable_01538,138,36.416666666666664,cotizando,44.81213909626633,4.481213909626633,B,0.001602096405467593,856.5722833905667,862.4329880131331
estable,Trayectoria estable,estable_01538,139,36.5,cotizando,44.84931247363207,4.484931247363207,B,0.0005942868927961233,862.4329880131331,867.433117217043
estable,Trayectoria estable,estable_01538,140,36.583333333333336,cotizando,44.88651668773117,4.488651668773117,B,0.0002685090263710635,867.433117217043,872.1558877510514
estable,Trayectoria estable,estable_01538,141,36.666666666666664,cotizando,44.92375176414388,4.492375176414388,B,0.0005059508916100007,872.1558877510514,877.0918038977223
estable,Trayectoria estable,estable_01538,142,36.75,cotizando,44.96101772847166,4.496101772847166,B,0.0010646923138998797,877.0918038977223,882.5265255377641
estable,Trayectoria estable,estable_01538,143,36.833333333333336,cotizando,44.998314606337225,4.499831460633723,B,0.0016637911422552267,882.5265255377641,888.5021835941186
estable,Trayectoria estable,estable_01538,144,36.916666666666664,cotizando,45.03564242338452,4.503564242338452,B,0.0020761065462642134,888.5021835941186,894.8597229153919
estable,Trayectoria estable,estable_01538,145,37.0,cotizando,45.07300120527879,4.507300120527879,B,0.0022003385735104423,894.8597229153919,901.3459349884491
estable,Trayectoria estable,estable_01538,146,37.083333333333336,cotizando,45.11039097770655,4.511039097770655,B,0.0020896190943829724,901.3459349884491,907.7498701160503
estable,Trayectoria estable,estable_01538,147,37.166666666666664,cotizando,45.14781176637562,4.514781176637562,B,0.0019280074355792405,907.7498701160503,914.0235043235962
estable,Trayectoria estable,estable_01538,148,37.25,cotizando,45.18526359701515,4.518526359701515,B,0.0019629554920347504,914.0235043235962,920.3450878070922
estable,Trayectoria estable,estable_01538,149,37.333333333333336,cotizando,45.22274649537565,4.522274649537565,B,0.0024158940868169694,920.3450878070922,927.1017440486787
estable,Trayectoria estable,estable_01538,150,37.416666666666664,cotizando,45.26026048722899,4.526026048722899,B,0.0034000776004942616,927.1017440486787,934.7953768105083
estable,Trayectoria estable,estable_01538,151,37.5,cotizando,45.297805598368384,4.529780559836839,B,0.004872492490882492,934.7953768105083,943.9020121461291
estable,Trayectoria estable,estable_01538,152,37.583333333333336,cotizando,45.33538185460848,4.533538185460848,B,0.006635737191240221,943.9020121461291,954.7291193864197
estable,Trayectoria estable,estable_01538,153,37.666666666666664,cotizando,45.37298928178532,4.537298928178532,B,0.008389791226341134,954.7291193864197,967.3144632946977
estable,Trayectoria estable,estable_01538,154,37.75,cotizando,45.41062790575638,4.541062790575638,B,0.009817605328019193,967.3144632946977,981.3968200762331
estable,Trayectoria estable,estable_01538,155,37.833333333333336,cotizando,45.4482977524006,4.54482977524006,B,0.010677556814450257,981.3968200762331,996.469097833495
estable,Trayectoria estable,estable_01538,156,37.916666666666664,cotizando,45.485998847618376,4.548599884761837,B,0.010873500273061144,996.469097833495,1011.9022639277354
estable,Trayectoria estable,estable_01538,157,38.0,cotizando,45.52373121733158,4.552373121733158,B,0.01048015182522192,1011.9022639277354,1027.1072359691977
estable,Trayectoria estable,estable_01538,158,38.083333333333336,cotizando,45.56149488748361,4.556149488748361,B,0.009715660022415943,1027.1072359691977,1041.6866761686301
estable,Trayectoria estable,estable_01538,159,38.166666666666664,cotizando,45.599289884039365,4.559928988403937,B,0.008869959294557134,1041.6866761686301,1055.5267699568456
estable,Trayectoria estable,estable_01538,160,38.25,cotizando,45.637116232985306,4.563711623298531,B,0.008211553647304868,1055.5267699568456,1068.7954714406367
estable,Trayectoria estable,estable_01538,161,38.333333333333336,cotizando,45.67497396032942,4.567497396032942,B,0.00790226853742579,1068.7954714406367,1081.8449712545455
estable,Trayectoria estable,estable_01538,162,38.416666666666664,cotizando,45.71286309210129,4.571286309210129,B,0.007947036603440542,1081.8449712545455,1095.0500473291877
estable,Trayectoria estable,estable_01538,163,38.5,cotizando,45.75078365435207,4.575078365435207,B,0.008194717515696816,1095.0500473291877,1108.636242972853
estable,Trayectoria estable,estable_01538,164,38.583333333333336,cotizando,45.78873567315456,4.578873567315457,B,0.008389791226341153,1108.636242972853,1122.5547589579476
estable,Trayectoria estable,estable_01538,165,38.666666666666664,cotizando,45.82671917460317,4.582671917460317,B,0.00825862500356264,1122.5547589579476,1136.4460362444868
estable,Trayectoria estable,estable_01538,166,38.75,cotizando,45.86473418481394,4.586473418481394,B,0.0076030127018922415,1136.4460362444868,1149.7077943272077
estable,Trayectoria estable,estable_01538,167,38.833333333333336,cotizando,45.90278072992461,4.590278072992461,B,0.006371309336129623,1149.7077943272077,1161.6524624855601
estable,Trayectoria estable,estable_01538,168,38.916666666666664,cotizando,45.940858836094556,4.594085883609456,B,0.00468449226473397,1161.6524624855601,1171.7098213037777
estable,Trayectoria estable,estable_01538,169,39.0,cotizando,45.978968529504904,4.59789685295049,B,0.0028086562198935635,1171.7098213037777,1179.6115621458378
estable,Trayectoria estable,estable_01538,170,39.083333333333336,cotizando,46.01710983635844,4.6017109836358445,B,0.001082306707720445,1179.6115621458378,1185.494955098353
estable,Trayectoria estable,estable_01538,171,39.166666666666664,cotizando,46.055282782879765,4.605528278287976,B,-0.0001789790835340569,1185.494955098353,1189.887480282813
estable,Trayectoria estable,estable_01538,172,39.25,cotizando,46.09348739531516,4.609348739531516,B,-0.000770893162124923,1189.887480282813,1193.575999584671
estable,Trayectoria estable,estable_01538,173,39.333333333333336,cotizando,46.131723699932714,4.613172369993271,B,-0.000654413664745506,1193.575999584671,1197.405060587587
estable,Trayectoria estable,estable_01538,174,39.416666666666664,cotizando,46.16999172302229,4.616999172302229,B,4.0903329932836434e-05,1197.405060587587,1202.0712264647864
estable,Trayectoria estable,estable_01538,175,39.5,cotizando,46.20829149089559,4.620829149089559,B,0.0010646923138998676,1202.0712264647864,1207.976811370732
estable,Trayectoria estable,estable_01538,176,39.583333333333336,cotizando,46.24662302988611,4.624662302988611,B,0.0021288387039323504,1207.976811370732,1215.1829066233229
estable,Trayectoria estable,estable_01538,177,39.666666666666664,cotizando,46.2849863663492,4.62849863663492,B,0.0029990292373807737,1215.1829066233229,1223.469655328423
estable,Trayectoria estable,estable_01538,178,39.75,cotizando,46.32338152666208,4.632338152666208,B,0.003565518628431499,1223.469655328423,1232.48081401646
estable,Trayectoria estable,estable_01538,179,39.833333333333336,cotizando,46.36180853722386,4.636180853722386,B,0.0038706945833846427,1232.48081401646,1241.9054969212395
estable,Trayectoria estable,estable_01538,180,39.916666666666664,cotizando,46.4002674244555,4.64002674244555,B,0.004085007575638314,1241.9054969212395,1251.6376715712292
estable,Trayectoria estable,estable_01538,181,40.0,cotizando,46.43875821479995,4.643875821479995,B,0.004439479788990278,1251.6376715712292,1261.8587839316403
estable,Trayectoria estable,estable_01538,182,40.083333333333336,cotizando,46.47728093472203,4.647728093472203,B,0.005137009534746821,1261.8587839316403,1273.0125680532042
estable,Trayectoria estable,estable_01538,183,40.166666666666664,cotizando,46.515835610708564,4.651583561070857,B,0.006271576781604563,1273.0125680532042,1285.6771204422275
estable,Trayectoria estable,estable_01538,184,40.25,cotizando,46.55442226926831,4.655442226926831,B,0.007782029489730207,1285.6771204422275,1300.373968723405
